"sessionId (text)","page (text)","latency (number)","timeOnPage (number)"
b983466d,query,46,454.367
383a063e,,83,
38c3a6cd,explore,51,131.364
3908aad1,explore,56,120.580
358f4768,query,19,466.576
38b3f239,query,95,301.347
b7a9727b,welcome,37,33.643
b8383b21,query,25,469.524
390e1025,,19,
3820a503,welcome,7,23.504
3797d6a7,query,17,405.940
b8b47609,explore,56,79.945
b8a4f47e,explore,114,142.966
b95bbe87,explore,509,160.102
b8383b21,explore,157,168.871
b8a8eddc,,16,
390c9297,explore,80,145.862
38800455,explore,196,84.423
389c3fbf,explore,215,18.827
b83a13f7,explore,22,171.786
389c3fbf,welcome,17,29.860
b8ce4d69,query,52,425.447
38b094df,query,22,391.153
392053ac,query,64,507.249
38b7b131,query,244,303.369
38d0de9a,welcome,7,36.225
b8b7106c,welcome,36,25.922
38713c1f,index,21,44.599
b83257d7,explore,22,139.243
b8c5530a,explore,404,104.405
b80dff05,query,244,401.259
b809a4da,explore,443,102.319
b852ed16,query,143,337.062
388d02e8,welcome,7,48.382
3948d582,query,22,472.517
3843297f,welcome,33,17.107
b70ea5fb,explore,132,63.053
3942b00b,query,18,407.302
3836208a,explore,66,119.760
38ae0b63,welcome,55,37.394
b983466d,explore,22,20.874
b77eea9a,query,17,384.154
b96982b1,explore,63,112.366
b911df8e,explore,179,107.765
b8e2a647,query,216,483.488
b8f3aa35,query,211,395.521
b827702c,explore,22,58.362
b7b6f838,explore,239,87.987
b8f0962d,query,143,412.685
3797d6a7,explore,35,183.439
38885716,query,17,338.663
391947fc,explore,72,117.990
395032f5,welcome,52,30.046
b92d835c,query,170,379.370
3917cace,query,211,370.741
38c65460,,10,
38c57123,query,116,404.016
37a2cd8b,welcome,82,38.755
37bf6ce5,welcome,68,27.217
387e6511,query,17,431.812
b883842e,welcome,78,34.013
3865afa7,query,91,552.527
3885e011,welcome,7,8.238
38f0dc34,explore,61,113.081
38d2d781,explore,22,128.648
b8f3aa35,explore,96,136.339
b911df8e,welcome,19,32.933
b83d2de5,query,36,346.351
b8b47609,welcome,14,34.063
385b91a0,query,17,395.705
b8031bf9,query,185,336.837
380e324e,welcome,9,19.205
38e48b29,query,31,448.929
b9721abb,index,4,22.733
b8924d23,,18,
38857e4b,explore,292,73.076
394b75ed,explore,22,131.096
39211f19,explore,45,119.062
3942c139,query,24,434.067
391d2550,explore,157,142.993
b8515a47,explore,103,86.853
38c3b179,query,90,346.963
38ac5311,query,17,458.194
38afc586,explore,450,133.340
b783aac0,query,17,437.015
b8cf2084,explore,109,74.499
389c6cf3,index,4,67.201
388d02e8,explore,83,46.600
38a3ae79,welcome,47,32.187
391947fc,explore,65,191.898
392f1857,welcome,84,39.998
b7a5adc0,query,17,338.054
b7c35ec2,welcome,12,40.534
b4a9b492,explore,132,59.362
b827702c,query,17,326.746
b8e24edc,query,50,436.864
358f4768,welcome,12,24.732
b9051627,explore,57,159.479
b70ea5fb,welcome,7,40.747
396b35fd,query,86,483.335
b896f0d6,welcome,74,24.895
38c65460,query,17,305.438
392053ac,explore,145,117.860
38e3440e,welcome,13,38.491
38cff809,explore,22,39.773
b7434a1c,explore,348,144.299
397fb00d,index,5,53.569
b8c6f746,welcome,32,35.141
b80018bd,query,49,371.099
b8c25005,query,151,489.873
375a0fb8,welcome,12,34.924
37bf6ce5,query,75,407.624
39016ffa,explore,340,59.947
b983466d,explore,31,88.100
b9129922,index,5,35.981
38a9bf72,,24,
3819acb6,query,52,408.435
389c6cf3,,17,
b93c44d3,welcome,11,32.838
b8714d14,index,25,40.129
3842a1a0,explore,51,166.408
b7c35ec2,query,27,360.061
b78b9161,explore,23,97.597
38afc586,welcome,42,37.572
3797d6a7,query,24,501.794
38d0de9a,welcome,78,32.496
3819acb6,query,62,329.914
b8325408,query,143,402.913
3889f262,welcome,54,41.426
b8b677f0,explore,135,153.350
3981c18d,query,49,460.452
36c947e5,query,240,430.210
b92bdce9,query,42,410.786
37c41fa9,query,18,404.401
392c2881,query,48,375.959
b90406b6,query,58,393.245
b802f2cb,query,53,366.603
391d1347,,10,
b93c44d3,explore,42,126.747
38333ce3,query,30,383.757
b6abe36a,welcome,17,37.285
37efaa30,query,64,425.710
395032f5,query,61,425.298
39454d0e,welcome,8,37.764
b6f5804d,query,41,358.602
b81b3b82,query,48,459.200
38b42380,index,8,53.935
b812fc1f,,30,
393cb3c5,welcome,9,32.543
b8383b21,index,13,39.634
3942c139,query,77,295.344
389e3061,query,60,332.626
b8f3aa35,query,154,339.039
b790c673,query,82,425.321
390c9297,welcome,62,25.817
390246be,query,141,368.132
389c6cf3,query,50,398.165
35543f9a,query,124,483.365
38b3f239,welcome,7,23.402
b911df8e,welcome,25,36.784
b8383b21,explore,254,56.991
390653d5,explore,106,87.893
390f707f,welcome,22,27.553
390d895e,explore,22,45.142
38085a47,welcome,33,22.493
383a063e,explore,23,128.082
b916eb9a,explore,47,134.539
3865afa7,,27,
38db4fae,welcome,45,22.127
39448ab1,query,23,324.838
b7b6f838,query,52,357.466
b91545dc,welcome,8,32.547
b8714d14,,39,
38b3f239,explore,321,83.612
b983466d,query,17,434.837
b8aa8457,index,9,64.722
b80e1131,query,80,334.069
36b0ec8e,welcome,7,16.149
38d32429,explore,96,157.849
b8ce4d69,query,38,295.392
b946e1bd,welcome,7,23.348
b91545dc,query,17,325.138
b855bc24,welcome,7,21.189
377e4907,explore,80,153.504
b8a03570,welcome,37,41.221
378adfcf,query,17,251.439
36c2a17d,query,64,461.975
38c3b179,index,5,53.009
37485290,explore,248,117.950
37b4e37c,explore,22,48.868
38e5123b,welcome,7,22.737
b94ae605,welcome,8,34.906
b6f5804d,query,17,408.084
b8939781,index,12,42.485
38a9bf72,query,17,325.754
b962874b,welcome,16,31.388
38b663b2,query,40,424.725
b8b7106c,query,23,493.037
38a275ed,query,179,586.508
b92d835c,explore,106,151.155
3867821c,query,19,327.411
390f707f,explore,75,44.913
39211f19,query,24,439.671
392de0eb,query,64,465.825
389a6308,query,53,382.407
b8069d21,explore,405,84.029
b8ba1a52,query,38,406.934
383a063e,query,279,367.357
392f1857,query,33,433.368
b9017c35,explore,295,103.431
393cb3c5,explore,22,22.161
b896f0d6,explore,22,60.559
38b094df,welcome,19,40.456
38d0d557,query,55,341.603
38085a47,index,37,42.863
b87d0584,,10,
b93b28d7,explore,22,200.218
3904fd41,explore,44,116.472
37a2cd8b,explore,22,162.229
387e6511,,10,
3786edc6,query,64,412.723
38e48b29,welcome,10,39.258
b8c22876,query,34,408.222
b8f47e76,welcome,8,27.093
b7b6f838,explore,332,27.150
b8714d14,explore,470,117.789
38de123b,index,4,42.431
38800455,,73,
38cf3752,welcome,7,32.005
39244a12,welcome,7,13.501
b90b1b43,welcome,15,27.319
b924f71e,query,297,457.419
b7b6f838,welcome,20,34.629
b8549d65,index,4,30.758
38c46204,index,7,65.402
38c466e6,query,17,389.420
390c55bc,explore,31,70.259
b7c35ec2,query,22,427.308
39185173,query,84,267.682
b946e1bd,query,300,374.545
390f8ce1,explore,49,107.922
b9117f9e,query,17,333.468
b8939781,query,250,428.671
b8383b21,query,51,417.761
38b7b131,query,100,477.830
390135b5,query,64,370.465
b76e9187,welcome,81,26.874
3856f504,explore,113,110.034
392053ac,query,80,422.299
3786edc6,query,17,411.257
38a9bf72,query,86,340.673
3904fd41,explore,544,149.211
38cf3752,index,7,49.088
3942b00b,welcome,33,33.662
38085a47,explore,82,80.832
b931a4ef,explore,172,166.233
3583d69f,explore,34,66.293
38e3440e,welcome,7,40.951
391aaf9b,query,135,396.761
386152e9,welcome,155,22.912
38d32429,query,381,395.553
b6a076f7,explore,42,103.192
38a275ed,query,17,386.958
38acef48,explore,22,133.686
b983466d,index,62,39.701
38c46204,query,72,453.914
386a5ba6,query,499,365.550
36a79d2b,index,9,38.817
37b4e37c,query,104,387.880
39185173,query,45,456.777
b8eb316f,welcome,9,38.971
38601037,query,39,378.420
37b4e37c,query,159,321.150
b849771b,explore,62,63.334
b953da19,explore,29,132.845
b92465d5,welcome,7,36.585
394b75ed,explore,22,71.185
388b3a69,query,35,397.581
b849771b,explore,184,61.384
38c65460,query,59,357.281
3836208a,query,120,422.024
b8901c65,index,4,90.675
b77eea9a,query,17,236.290
b804cad1,explore,115,91.255
b8f94067,query,17,338.956
37661fc5,query,17,394.703
b8e586de,,22,
374be1fd,explore,154,71.364
b91c80f6,query,115,393.228
b821fed6,explore,70,78.510
b7a2c6eb,index,9,52.995
b8f6e53f,query,169,436.000
b896f0d6,explore,408,110.412
38984925,query,84,277.976
b851a1d5,welcome,33,32.921
b8f63b0b,,184,
b8275132,explore,22,61.835
b842c1a4,query,71,370.381
390135b5,explore,148,117.575
380b029e,query,259,428.693
38601037,explore,22,71.116
b92d9cfe,explore,118,27.079
392c2881,query,187,313.336
b8f0962d,explore,56,108.408
b8899f23,query,97,397.731
38e48b29,welcome,10,45.353
38c466e6,explore,394,123.342
b9129922,query,38,435.731
b7434a1c,explore,83,51.471
390d895e,query,17,332.185
390246be,explore,25,26.251
b8ba63bd,welcome,32,23.306
b83a13f7,explore,86,144.325
397fb00d,index,29,34.207
390c55bc,query,129,329.544
b924f71e,explore,59,156.863
b9130c05,explore,196,101.208
b91f4de8,index,4,70.136
b7ed8a0e,query,95,378.738
b8e24edc,query,23,487.407
b790c673,query,50,369.402
36b0ec8e,query,29,488.791
b80b7d64,explore,22,112.441
36b0ec8e,query,78,462.382
388b3a69,explore,22,177.458
37661fc5,,16,
392caf1a,query,17,434.187
3633323a,query,102,286.320
38d0de9a,explore,208,113.661
b804cad1,welcome,49,32.833
b917fd2e,welcome,12,21.836
393cb3c5,welcome,51,22.262
390246be,explore,66,93.099
b83a13f7,explore,22,134.205
b8939781,welcome,55,30.307
b85ca13c,query,185,323.840
b8939781,welcome,7,34.753
3843297f,,65,
378adfcf,welcome,45,27.220
b8c22876,query,227,419.405
38a275ed,query,305,360.837
37edb6b8,welcome,49,35.381
b8e6533d,explore,30,133.759
3843297f,explore,237,168.252
b93b28d7,welcome,43,28.916
b80e1131,query,36,412.410
b812fc1f,welcome,57,36.159
b894f0c7,,10,
38d0d557,explore,58,82.138
38b42380,query,20,406.376
390b6e97,explore,22,130.675
b87d0584,query,17,395.656
b804cad1,explore,117,112.163
b8982982,explore,106,16.672
b9117f9e,,126,
36b0ec8e,explore,22,83.532
390d7bef,query,24,462.008
b852ed16,,11,
38a69115,query,354,465.011
b8069d21,query,17,405.285
b8d3996f,explore,273,116.213
b84ff761,query,157,447.295
386a5ba6,query,34,393.768
38c46204,query,168,402.721
b802d077,query,62,290.546
b70ea5fb,index,11,51.569
38980291,query,17,389.324
36b27679,query,57,349.418
b909c26c,explore,162,87.107
b8cf2084,query,174,443.028
b89b7a52,query,124,353.002
b909c26c,explore,22,149.024
36c947e5,explore,69,103.535
b842ae26,explore,22,71.224
b85ca13c,explore,33,171.435
3885e011,explore,33,48.330
b58346af,query,53,308.355
3917cace,query,164,334.290
b8383b21,query,17,553.566
b7ddbdfa,query,175,394.811
392de0eb,explore,88,123.642
380e8fdd,explore,148,82.443
b86654da,query,99,202.245
3786edc6,welcome,7,25.584
b950ab3c,query,50,372.800
38e5123b,explore,22,73.435
390b6e97,index,16,57.557
380e324e,,139,
b83285b5,query,77,456.693
3949d1bf,query,103,300.123
b7dad730,,18,
b812fc1f,explore,156,82.871
392caf1a,explore,300,127.774
3903216a,query,236,385.224
b8e6533d,query,290,347.306
37485290,,85,
389a6308,query,308,484.054
38333ce3,query,258,402.434
390e5d1b,welcome,7,38.852
36a79d2b,welcome,12,24.334
b9051627,welcome,7,28.844
b83a13f7,explore,278,61.144
b83d2de5,query,66,419.541
390c9297,,16,
b896f0d6,explore,41,102.598
38ac5311,query,92,412.396
397fb00d,explore,86,56.670
36b27679,welcome,7,30.178
37b7138d,explore,62,115.446
380e324e,query,126,280.357
383eeaf4,query,128,407.591
b8b09a40,query,111,426.320
38491a2a,query,172,301.835
b790c673,welcome,195,33.518
390d7bef,welcome,7,25.831
b83a13f7,,11,
389f501e,explore,136,139.598
b8cf2084,explore,199,130.022
b825d13a,,59,
b89448ed,query,48,336.559
b90b1b43,explore,147,96.743
b95bbe87,explore,347,129.708
b7a9727b,query,27,269.458
38ef5d14,query,96,316.775
38333ce3,index,9,41.648
3865afa7,query,26,440.579
39035516,explore,22,77.911
b852ed16,index,8,59.697
b89448ed,index,51,35.830
390246be,query,48,427.474
391bec26,query,128,294.347
b94ae605,explore,114,75.960
380e324e,query,17,348.692
390cc8b3,query,69,413.163
36b27679,query,17,427.982
b8714d14,query,63,421.998
38d0de9a,query,17,273.161
3885e011,query,62,408.779
378adfcf,explore,58,128.398
38cf3752,welcome,30,32.549
390b6e97,explore,181,112.937
b9007e9e,explore,170,57.154
38ef5d14,explore,22,54.125
b8ba63bd,explore,23,83.441
38323ae2,query,104,442.688
389c3fbf,query,47,333.822
38e48b29,index,4,47.747
38d0de9a,welcome,14,38.523
b83257d7,explore,22,147.791
b916eb9a,explore,103,83.272
390653d5,query,135,375.094
b83d2de5,welcome,8,30.954
395032f5,query,131,377.888
39244a12,explore,41,1.329
b87903ac,query,17,404.450
b983466d,query,91,320.728
b92d462a,explore,159,148.672
b4a9b492,query,72,404.229
3949d1bf,query,17,408.380
390f8ce1,welcome,7,37.725
b916b847,query,89,489.705
b8992f5d,query,86,353.691
b8a8eddc,query,28,381.985
3856f504,explore,96,223.462
b911df8e,explore,22,160.787
38323ae2,explore,109,78.633
3797d6a7,,10,
383dde3e,query,144,388.004
38d0d557,,33,
b827702c,query,246,360.904
38717e29,query,152,385.443
3797d6a7,explore,320,165.539
38de164d,explore,80,131.761
b4a9b492,explore,59,199.102
b9129922,explore,55,35.039
3895646c,explore,66,48.039
38a9bf72,welcome,7,13.331
b821fed6,explore,28,99.033
38d7b07c,query,17,317.362
38cf3752,welcome,49,33.336
379c0a1c,welcome,13,28.087
38a86301,query,61,274.143
38885716,welcome,7,25.946
3867821c,explore,157,154.210
3819acb6,explore,22,108.737
b7f9396d,query,102,402.458
b87d0584,,241,
b809a4da,explore,141,96.876
389a6308,welcome,71,17.774
3979c71a,index,4,32.556
390d7bef,query,75,444.534
b81e6b1f,query,108,429.636
389c3fbf,explore,370,90.820
b80018bd,index,4,31.293
3842a1a0,query,97,317.337
3909fcb4,explore,212,135.202
b8d3996f,welcome,36,31.543
38bf03ee,query,98,493.449
b9017c35,query,27,387.586
3820a503,explore,72,177.737
378adfcf,welcome,25,37.597
383dde3e,explore,41,138.386
3865afa7,welcome,32,7.187
3802712c,query,223,392.765
b813a978,welcome,7,36.400
3797e298,explore,22,72.442
39448ab1,welcome,75,31.900
37b4e37c,index,6,43.743
390b6e97,query,83,313.199
b787c692,,21,
36a79d2b,query,47,350.894
b950ab3c,query,21,320.053
38713c1f,query,83,401.408
b983466d,explore,180,144.827
380e8fdd,explore,112,127.048
b90b1b43,index,26,50.393
37d5727a,index,20,15.329
37c41fa9,explore,28,103.241
b8aa8457,explore,156,148.367
358f4768,welcome,120,24.347
3583d69f,,19,
38491a2a,explore,54,139.250
38765ab1,query,93,340.327
b89448ed,explore,431,99.146
3583d69f,query,75,437.960
b916b847,explore,28,192.564
38f0dc34,query,79,331.961
38d0de9a,query,159,384.222
b7ed8a0e,index,13,69.324
b783aac0,welcome,7,22.453
b6a3dff8,welcome,29,31.381
b802d077,explore,22,156.283
3889f262,index,4,22.930
b8e2a647,explore,30,49.930
b93b28d7,query,62,374.058
b84d8554,,84,
b924f71e,query,17,328.564
38de123b,explore,45,37.907
390246be,welcome,29,25.034
b74f3339,index,4,42.132
b882dce4,explore,25,102.183
b953da19,explore,299,122.643
b849771b,query,181,370.766
38631bbe,query,17,389.936
389073a9,index,14,56.480
b80e1131,query,148,431.636
392de0eb,query,93,398.328
39500b6a,,16,
b8dba31e,query,155,322.191
b8f92757,explore,61,145.529
38ef5d14,query,19,410.667
b7f37d19,welcome,39,19.428
38a3c7d8,welcome,43,21.361
b802791b,welcome,20,18.806
389c3fbf,explore,45,94.269
b8f0962d,query,17,381.407
39244a12,welcome,18,17.335
38a9bf72,welcome,56,34.138
b90b1b43,explore,153,238.912
b8eb316f,query,47,377.712
38ef5d14,query,41,287.012
392053ac,explore,114,79.266
b8ef6134,query,40,571.158
b7ddbdfa,query,25,313.373
390246be,index,16,45.802
38800455,,77,
b883842e,welcome,79,19.580
38885716,explore,22,96.945
3633323a,welcome,7,22.714
388b3a69,query,80,404.399
b6969284,,17,
b8dba31e,explore,190,94.526
b84ff761,explore,30,99.692
38a46750,query,50,373.885
b8714d14,query,108,471.543
b8ef6134,welcome,55,29.173
37661fc5,query,125,470.523
b8a8eddc,query,93,380.023
397fb00d,query,203,367.587
374be1fd,explore,109,91.383
b6a076f7,explore,44,78.379
397fb00d,explore,22,85.429
b79d6170,welcome,11,38.550
389f501e,query,60,314.778
b7dad730,index,41,25.549
391a8556,,45,
b8a7b0a3,query,203,335.036
391947fc,,20,
b8ef6134,explore,48,121.462
38800455,welcome,83,20.220
37c1aa18,query,27,387.936
b8275132,query,112,350.856
380b029e,query,17,393.151
39016ffa,explore,40,97.776
b6f5804d,explore,60,133.175
b7434a1c,,195,
b6969284,query,17,440.851
386a5ba6,welcome,42,36.460
36f82cd3,query,81,397.377
b8c5530a,explore,129,97.427
38de123b,query,17,376.645
36b27679,index,10,53.670
b916b847,welcome,54,27.636
38323ae2,explore,54,137.022
358f4768,explore,41,52.248
38491a2a,query,17,455.477
374be1fd,explore,185,42.418
38b42380,explore,61,186.930
39500b6a,query,360,311.658
b83d2de5,welcome,11,22.991
b90406b6,welcome,33,36.392
b7f15888,explore,107,140.367
b802d077,query,17,427.038
38a46750,welcome,8,42.327
38d32429,explore,63,127.539
b8069d21,index,21,30.032
38b8c16a,explore,107,163.592
38e3440e,query,163,368.411
37b4e37c,explore,157,157.051
378adfcf,explore,233,21.424
3819acb6,explore,22,151.180
b84dc3e6,welcome,109,38.669
b953da19,query,23,415.200
383eeaf4,explore,177,92.881
b83257d7,index,11,60.421
390d895e,explore,24,33.047
3583d69f,welcome,39,25.083
b8982982,explore,202,112.699
38e5123b,query,42,303.220
b93b28d7,query,144,454.543
3633323a,explore,60,66.423
3948d582,welcome,35,38.988
388d02e8,explore,157,7.250
b91545dc,,85,
b88bb94b,query,213,372.839
37661fc5,welcome,47,33.156
387e6511,index,125,47.981
b79d6170,index,14,28.900
3917268e,explore,157,46.181
3909fcb4,query,17,435.688
3583d69f,query,18,353.865
38a275ed,index,4,50.606
374f8900,query,67,454.579
b92d835c,query,79,385.379
b8b677f0,explore,211,165.426
38c57123,query,217,359.163
36b0ec8e,query,119,377.372
b93b28d7,explore,42,127.111
b92bdce9,explore,22,130.415
390c9297,welcome,16,21.386
388b3a69,query,26,481.948
b7f15888,query,154,311.293
b927dc4a,query,438,440.207
b8f63b0b,explore,236,104.535
b8f3aa35,,10,
b9129922,explore,78,129.096
b8714d14,welcome,99,32.385
38e48b29,,184,
38ef5d14,index,4,45.948
b8b47609,welcome,21,33.293
b8c9549b,explore,384,154.938
37661fc5,explore,22,93.820
b93dd894,,33,
b8b47609,query,73,398.321
b70ea5fb,query,124,342.315
389e3061,welcome,27,30.632
3887546a,welcome,21,15.322
b931a4ef,,10,
389f501e,welcome,7,36.681
38b3f239,explore,148,80.372
b8901c65,query,158,267.858
38d9d675,,111,
38b8c16a,index,13,37.015
378adfcf,,49,
b932eebf,query,139,304.574
381d7dd1,welcome,21,28.015
b84dc3e6,welcome,23,21.227
38a3ae79,welcome,103,20.437
b7c35ec2,explore,575,128.306
b8e24edc,welcome,63,22.702
b857b5e3,welcome,7,31.936
b96982b1,,54,
380cf7b4,welcome,7,56.262
38e48b29,explore,22,133.094
b909c26c,explore,32,87.580
b8a7b0a3,explore,61,116.906
b8f6e53f,explore,107,121.403
38631bbe,explore,481,72.612
b860b8ce,welcome,7,28.533
b80e1131,welcome,7,31.370
38516867,,10,
b8eb316f,query,125,438.258
38e48b29,query,53,405.819
b7b6f838,,10,
390135b5,welcome,14,41.529
38d2d781,query,30,381.045
37c1aa18,explore,37,147.087
390f8ce1,explore,79,56.311
38333ce3,explore,172,81.252
b7964882,query,143,401.190
b81b3b82,explore,43,82.752
b8275132,query,33,348.817
b8275132,explore,53,115.229
394b75ed,welcome,26,41.473
b9051627,explore,22,129.713
38b3f239,welcome,7,19.890
39500b6a,explore,22,137.752
b7a5adc0,query,45,391.613
b91545dc,query,191,397.931
b8714d14,explore,157,148.708
38ef5d14,query,32,431.009
b91c0134,welcome,83,31.019
38bf03ee,welcome,17,37.229
388b3a69,query,17,426.758
38765ab1,explore,119,76.529
3786edc6,query,63,386.714
38d0d557,query,17,354.593
389c3fbf,explore,181,131.238
38a69115,query,109,400.756
b7ddbdfa,query,107,403.518
3948d582,welcome,9,31.472
b8549d65,explore,113,128.359
b8a3b16b,welcome,11,35.817
362f6947,query,55,307.434
b90e8f0c,explore,313,166.741
3904fd41,query,30,358.632
b92465d5,query,147,358.908
390e1025,explore,22,162.117
38d0de9a,query,17,458.175
3797d6a7,explore,112,144.530
b8f6e53f,query,17,402.140
38885716,,57,
b8c5530a,query,125,385.035
387e6511,explore,218,123.731
36a79d2b,query,17,444.510
391aaf9b,welcome,60,34.915
b83e6c46,welcome,7,34.606
b90674aa,,13,
b93c4db5,query,66,414.946
b8a3b16b,query,20,404.708
b8899f23,query,153,385.555
370e3459,query,17,456.997
377e4907,query,87,416.473
b7a5adc0,explore,22,94.051
39448ab1,welcome,23,16.626
b855bc24,explore,169,123.015
38de123b,query,225,430.151
38a275ed,welcome,29,25.301
3583d69f,explore,112,47.065
385b91a0,welcome,7,20.705
38a86301,query,163,383.680
37a2cd8b,explore,546,119.761
39211f19,welcome,7,21.867
389c6cf3,query,17,332.715
390d895e,query,17,290.020
38d99f08,query,102,340.231
38a275ed,query,101,302.912
b851a1d5,query,72,464.439
b83a13f7,welcome,11,50.574
3856f504,welcome,7,42.140
b96982b1,welcome,16,31.671
38d9d675,query,17,341.742
b813a978,explore,59,148.391
b916b847,index,13,44.218
390f707f,query,42,371.295
b84d8554,explore,298,140.070
3895646c,index,4,32.933
b8f6e53f,explore,22,125.857
3917cace,,10,
36f82cd3,query,194,289.193
38631bbe,welcome,46,32.769
38980291,query,22,333.832
b809a4da,query,80,403.999
38a275ed,explore,22,119.105
b855bc24,welcome,18,44.254
392f1857,query,17,350.358
b812fc1f,query,213,426.028
b89ec9cf,index,13,34.055
b7a9727b,explore,62,137.046
38085a47,query,90,465.112
392caf1a,query,62,405.935
380cf7b4,index,13,31.348
b812fc1f,query,172,360.973
b83257d7,explore,22,36.975
3842a1a0,query,26,415.577
396389c4,query,50,399.823
b9256e5f,query,34,320.933
b8f6e53f,query,211,388.670
b7f9396d,query,213,246.085
b8275132,welcome,30,28.444
38333ce3,index,5,40.349
380e8fdd,query,236,400.855
b821fed6,,13,
b812fc1f,query,181,483.455
b86654da,explore,181,163.563
36f82cd3,query,21,440.720
b911df8e,explore,62,96.661
37b4e37c,query,17,485.396
b8549d65,query,17,343.953
390f8ce1,,14,
391d1347,query,20,396.096
394b75ed,index,23,57.343
b8901c65,explore,32,166.936
38085a47,,39,
b85b2223,explore,103,113.620
b80e1131,index,9,23.504
393abff5,welcome,7,34.188
38491a2a,query,21,367.398
b93aeb4d,query,79,486.019
38cff809,welcome,27,30.434
b8f3aa35,explore,74,91.459
3948d582,,28,
b842ae26,query,26,498.656
36c2a17d,index,42,45.886
b953da19,welcome,28,31.411
b7979420,query,263,389.826
38d32429,explore,22,115.215
380e8fdd,welcome,7,47.784
38f0dc34,query,33,283.118
b894f0c7,explore,58,134.279
b93aeb4d,explore,22,47.158
b9130c05,query,34,437.039
b849771b,query,168,389.119
391aaf9b,query,24,415.452
b9051627,query,17,330.543
b81e6b1f,explore,209,79.744
381d7dd1,query,195,376.396
393abff5,query,85,316.145
3889f262,welcome,7,13.555
392de0eb,explore,48,126.563
3895646c,welcome,43,14.047
38631bbe,query,100,429.955
b916b847,welcome,7,37.971
38b3f239,explore,54,91.668
390653d5,welcome,23,34.588
38e5123b,query,226,302.125
b8e586de,welcome,47,19.267
38a275ed,query,47,432.967
389a6308,explore,122,105.351
38c46204,query,385,349.220
b7434a1c,query,37,342.633
362f6947,welcome,46,31.681
b909c26c,welcome,24,24.632
392f1857,query,167,276.769
b92d835c,explore,38,134.616
374f8900,query,143,362.721
b852ed16,explore,22,7.177
b84dc3e6,query,207,420.782
37b7138d,welcome,81,18.500
b983466d,query,88,377.723
b8e6533d,query,324,362.136
b8a7b0a3,query,30,338.318
37b7138d,explore,109,147.904
39211f19,explore,211,199.635
b8268b46,explore,120,97.448
38980291,explore,30,171.159
b7ed8a0e,explore,182,68.202
b7979420,query,67,435.466
b8f63b0b,explore,343,200.248
3865afa7,explore,217,179.607
38a46750,welcome,25,36.303
38ac5311,explore,111,48.557
b9219347,explore,22,98.959
b9158040,query,31,317.863
b8c25005,welcome,49,25.528
b8c9549b,explore,76,81.859
38d9d675,explore,82,84.397
b7ddbdfa,explore,22,116.968
38a3c7d8,query,185,443.316
b8e2a647,query,54,402.901
b83e6c46,query,20,399.527
b92d462a,explore,56,159.046
b8d5a408,,74,
377e4907,welcome,7,30.591
375a0fb8,explore,22,149.165
390b6e97,query,149,345.653
38516867,query,50,530.598
3802712c,,99,
390653d5,explore,34,122.915
37bf6ce5,explore,32,176.382
b8069d21,welcome,7,33.770
b81e6b1f,query,26,432.161
b916b847,explore,22,105.679
b91f4de8,query,53,425.856
390cc8b3,query,144,362.863
b7a9727b,explore,44,167.910
3633323a,query,37,360.273
39035516,query,31,422.175
b76e9187,query,116,274.081
385b91a0,query,17,320.860
392caf1a,query,62,365.703
b83a13f7,query,70,369.729
38c534ba,explore,106,129.830
38d2d781,welcome,38,14.416
b80018bd,welcome,15,28.056
37efaa30,welcome,7,33.093
b8b97ca4,welcome,7,24.534
38516867,welcome,14,23.577
38984925,explore,70,82.342
b74f3339,query,49,287.378
b9219347,welcome,29,25.061
b8c6f746,explore,22,123.714
b80b7d64,explore,61,123.159
37a2cd8b,explore,22,45.562
b87d0584,welcome,26,45.758
35879bc3,welcome,20,35.790
389c3fbf,query,57,327.083
38c3b179,index,4,40.966
37bf6ce5,query,20,394.145
38b42380,explore,53,139.441
b855bc24,explore,118,69.047
38a275ed,,128,
b9130c05,query,49,417.807
383dde3e,,39,
b911df8e,welcome,20,27.350
b80b7d64,query,17,243.277
b88bb94b,welcome,33,26.695
393abff5,index,23,61.554
b8a7b0a3,explore,141,84.041
b96982b1,explore,128,125.510
38bf03ee,explore,123,73.982
38333ce3,explore,23,71.843
b8c5530a,query,33,411.027
b8d5a408,index,7,52.691
b8e6533d,query,54,451.040
395032f5,,25,
b93aeb4d,query,230,368.316
38a86301,explore,67,178.516
37b4e37c,query,17,379.414
35543f9a,query,17,290.699
b90406b6,query,77,318.485
3889f262,,51,
b8ba1a52,index,4,62.095
b813a978,query,17,384.065
38a46750,explore,22,62.910
b8ecd29f,explore,166,92.835
38b3f239,query,121,394.035
b9158040,explore,285,102.454
b8268b46,explore,273,147.053
b8e6533d,query,43,385.396
37698621,explore,22,82.415
b8ce4d69,query,82,438.219
391a8556,welcome,28,43.160
380e324e,welcome,8,40.582
38ac5311,explore,22,74.472
b916eb9a,explore,122,82.427
b8d5a408,query,17,443.677
b916eb9a,query,31,391.907
3889f262,welcome,7,34.654
38afc586,explore,76,111.088
b8dfa8ea,explore,68,74.749
b7f9396d,query,17,425.297
36b27679,,10,
b7f15888,explore,22,109.078
b87d0584,query,95,473.668
38885716,explore,40,80.778
38a86301,explore,46,87.302
37485290,query,25,287.213
38323ae2,welcome,8,31.170
b7f9396d,explore,150,110.122
b812fc1f,query,170,505.355
