"sessionId (text)","page (text)","latency (number)","timeOnPage (number)"
b60ea074,explore,88,122.954
b6fd8074,index,22,55.910
b801dc46,,92,
b8ecf07f,query,17,429.277
38646fee,query,400,265.235
b768570d,,10,
b8904eb4,explore,199,57.937
b912f681,,108,
370066d1,query,118,354.979
b818edf3,index,8,46.356
b94efb7e,query,482,440.495
38bc9961,index,7,45.451
38eb8fd2,explore,82,118.846
b906336c,,124,
38646fee,,10,
38d352e7,query,17,369.297
b6454418,query,120,369.812
3919d2b8,explore,24,50.116
b8806c0a,,92,
3920e3f9,explore,110,164.165
37ed953d,,10,
36124c2e,explore,400,124.897
37ad4fb0,explore,252,37.494
37428674,welcome,83,25.826
b6a675b9,query,56,342.664
38737cb7,query,17,384.450
b8195359,index,32,51.016
382da54f,query,46,395.158
37512f18,explore,133,113.787
38ba0efe,welcome,50,25.058
b80d4f1b,query,17,454.446
3667ff7b,index,20,66.275
b888097b,welcome,86,35.923
38afb70e,,27,
388ab882,explore,127,145.608
37ad4fb0,query,152,322.982
38990fd8,welcome,8,26.639
38737cb7,index,4,51.992
37ad4fb0,query,17,378.136
38aceac6,explore,206,111.966
b6b176aa,query,68,304.148
36124c2e,query,32,384.002
b873eff6,explore,166,91.449
b831a2f9,welcome,51,24.114
b797ad79,welcome,7,25.507
38f034ff,query,106,402.862
b7e046f3,welcome,13,22.836
b82746bb,explore,151,158.186
b9393d2a,query,41,474.569
b888097b,welcome,112,47.445
360d9967,query,34,482.722
38669f48,query,17,286.422
b7f87489,welcome,47,25.404
b86d9dc1,query,218,388.631
360d9967,query,20,285.637
385c9181,explore,76,185.384
36b02f39,,10,
380270e6,explore,22,25.430
b85aa33b,explore,114,81.852
b95bf8b2,welcome,7,25.740
38fa3c71,index,22,68.817
b963bab3,welcome,85,25.425
384896a3,query,148,383.121
b8c4a9b3,query,17,254.625
390a3437,query,106,358.252
381cdeea,explore,33,117.588
b7e5c163,query,18,380.458
b868ceb1,explore,128,54.969
37a84561,query,26,367.382
b8a9dc67,welcome,7,35.737
b8860a5d,explore,114,163.844
b858d797,query,39,397.999
3845864b,welcome,39,34.534
385f5a4a,welcome,14,34.616
39049659,query,120,395.876
38055f58,,34,
b8b35860,explore,22,91.619
388ab882,,17,
b88f2333,query,67,353.320
38d0d879,welcome,35,21.263
b91b3afb,query,26,369.395
b7e2f376,explore,561,92.637
384cef7c,welcome,24,19.650
38941c18,query,241,338.784
37dcf7ac,query,45,364.483
b807faf0,query,131,347.077
b8d04266,query,128,411.388
38d352e7,welcome,84,41.758
396e7268,explore,139,183.383
b8a5e039,query,17,401.442
38a07376,query,63,348.436
38737cb7,,34,
b8e14c8d,explore,70,108.415
b8de2609,explore,48,95.393
38737cb7,query,133,341.325
b79d8fe6,explore,131,135.187
b903f2ce,explore,82,73.053
389124dc,welcome,7,29.212
389b4382,query,51,418.013
b8fbb05a,,48,
38b0f557,query,59,348.927
b8a5e039,explore,22,170.678
391bab8d,query,17,317.258
b7e142d9,explore,33,126.909
b91008bf,index,4,41.883
b92b7209,query,36,364.511
b3d96130,explore,193,127.260
b92fc5f0,welcome,36,50.292
b8891335,explore,313,130.857
b7e70050,explore,31,159.101
b8d04266,explore,74,85.136
3932d48d,query,48,430.115
389b678c,query,17,400.028
b82746bb,welcome,9,42.748
b8ce585e,index,4,26.642
3762ca0a,query,42,355.663
b7e142d9,explore,67,94.116
389124dc,query,170,325.701
b8834030,query,54,402.959
b8767f5c,explore,38,138.109
391afd04,welcome,21,33.891
b88f2333,query,32,432.797
b8958c60,explore,85,135.951
b8f74b43,query,31,429.612
b8d7aeb3,query,156,418.597
b8622cb9,query,36,420.635
391bab8d,,10,
b8c198f9,query,17,428.160
b8b35860,index,51,45.707
b89f99af,query,48,369.337
39016040,query,62,466.799
38b0f557,query,169,378.910
b88c0eb2,explore,69,74.669
b8859854,welcome,13,23.926
b8859854,query,58,316.783
3865a60f,query,146,365.266
b934f3aa,query,24,343.850
b845ade7,index,21,59.590
b943987a,index,9,73.991
37155b24,explore,41,127.415
37bbd429,query,17,221.362
b8f830ef,welcome,61,36.035
382da54f,explore,22,113.476
b8e14c8d,explore,182,100.794
b91b3afb,welcome,13,24.657
b588a104,explore,88,88.308
b8b16108,welcome,30,23.199
382da54f,,22,
38afb70e,welcome,7,47.511
b85b9a21,query,67,295.887
b824243f,welcome,61,22.750
38fa3c71,welcome,90,46.093
3815f55e,welcome,23,35.546
b83a6044,explore,23,71.472
396e7268,welcome,13,10.911
b82746bb,welcome,39,28.786
380fd71c,explore,24,135.320
39221e65,explore,36,183.071
385c9181,welcome,22,40.919
b802772a,explore,62,167.170
b797ad79,query,17,277.104
380e76e5,welcome,96,16.095
b797ad79,explore,60,120.960
b873eff6,query,159,341.819
b8ecf07f,query,17,400.628
b85bcc4e,welcome,7,24.636
b6a30ae3,query,400,415.717
b906336c,welcome,25,16.737
3569c15e,,83,
38afb70e,query,124,289.113
b71ae5ad,query,18,330.844
b7ff443b,,83,
b7e70050,welcome,12,30.797
b8db26f9,index,19,50.743
b90fc9aa,welcome,136,18.978
b83a6044,query,57,401.147
3932d4b9,query,43,381.497
38e816de,query,203,406.577
b77845c4,explore,22,105.396
b8e792a8,explore,189,99.071
b57e2c76,query,221,345.815
391476c9,explore,22,124.466
b8b4c8e3,explore,129,161.490
b800d5e2,query,124,299.231
b8927d2a,query,99,344.081
b8db26f9,explore,410,113.607
b883223f,explore,46,83.648
3794d5b0,query,100,322.449
b79d8fe6,explore,26,166.519
b8d7aeb3,index,23,36.429
3932d4b9,query,57,332.013
3929d239,query,17,340.550
38f68c15,query,80,227.274
38ed7c67,explore,33,104.826
3815f55e,query,53,319.277
388ab882,explore,22,17.623
38055f58,explore,170,119.883
b895f7c2,query,270,482.894
b7d35888,explore,120,114.556
b8d6e107,query,64,394.274
b7e142d9,explore,34,132.800
388faf8d,query,111,308.671
385c9181,welcome,47,37.436
387a693d,query,203,395.414
b90cfdc5,welcome,17,24.904
37428674,welcome,33,18.879
37ec6647,query,323,397.411
37b1e3d8,welcome,90,35.611
b7e5c163,welcome,23,34.776
b6fd8074,query,220,370.605
b76c6ced,welcome,35,25.444
b76c6ced,explore,73,96.917
b6e4e551,query,17,527.357
b888097b,index,9,51.619
b7a0f3c7,,90,
b8660a28,welcome,101,32.161
b588a104,explore,33,78.398
b7ff443b,explore,147,133.907
b3d96130,query,203,335.168
389be43a,explore,22,114.406
39224ed6,query,17,310.252
b8b16108,welcome,7,30.242
b7e142d9,query,17,430.429
b963bab3,,62,
b8fa09b8,query,17,200.600
381295ed,query,84,367.957
b7309af4,query,96,413.431
38f600f4,,26,
389e59a0,welcome,117,36.219
35f35bc5,welcome,9,21.452
38b0f557,query,203,437.359
38b0f557,welcome,7,39.585
b8d04266,explore,50,97.940
b60ea074,query,48,350.940
b91008bf,,80,
374e965b,explore,79,161.679
38b0f557,query,197,283.315
b70fdeaa,welcome,7,36.222
b71a97e8,welcome,40,32.705
3920e3f9,explore,151,127.830
38a07376,explore,159,150.305
3785c0d6,query,20,408.912
b845ade7,welcome,31,10.593
b785e780,query,106,408.075
3960a2b0,explore,73,69.316
3834ebb4,query,20,371.690
b86d790b,query,201,354.157
38c3ffcd,explore,43,130.420
389b4382,explore,148,86.414
38ed7c67,,10,
398151a4,query,49,346.632
3874e6cd,query,84,379.951
b659f6b0,welcome,39,34.996
389e59a0,welcome,7,25.579
389e3e52,explore,158,119.299
b934f3aa,explore,22,174.327
b930a379,query,77,483.805
b891e74d,query,75,463.251
371ac991,query,107,390.373
b7e142d9,welcome,24,30.862
b57e2c76,query,420,357.118
3932d48d,query,30,398.324
b8aecf5c,query,33,361.895
b82746bb,explore,22,92.816
b6b176aa,query,119,376.476
b893d062,query,145,316.215
b8ecd5a1,welcome,13,19.238
b813e095,explore,159,169.113
b8597376,,91,
38aceac6,,28,
b86fbec8,query,47,366.633
b801dc46,explore,407,67.505
b84b1fc4,index,116,52.945
b888097b,explore,92,188.294
b83463f3,query,66,423.055
b845ade7,explore,146,79.341
b888097b,query,21,401.334
b84b8870,query,44,369.508
382682ec,query,47,340.994
396f9163,index,4,58.691
b86fbec8,query,45,358.610
b77845c4,explore,44,67.144
b88f2333,welcome,27,35.243
38e816de,welcome,32,22.225
38ba0efe,explore,544,116.168
b8958c60,explore,59,101.899
b845ade7,query,17,364.747
36b6d5a7,explore,190,132.441
b90f23d2,welcome,215,18.002
38c27f22,explore,95,132.669
393902b9,explore,152,90.824
37fc0708,query,17,381.929
b8c0fe9e,query,123,493.397
3585643c,welcome,20,33.630
38a26360,explore,22,69.279
398151a4,explore,103,47.792
b8891335,query,79,411.925
b92c2cc4,query,27,255.947
38fa3c71,index,32,65.452
387e0339,,51,
37539020,welcome,7,25.997
b8ae0f0a,explore,194,167.372
37a9a5fe,explore,28,106.904
b88b101c,welcome,15,25.625
37ed953d,index,21,70.896
b854a083,query,93,294.525
38d0d879,query,97,518.672
3826f7c3,explore,143,68.088
b91f358f,explore,186,128.648
b6a30ae3,query,25,320.565
380e5166,welcome,78,28.560
b82746bb,query,17,329.668
b912f681,welcome,7,27.007
b992c1b8,query,99,437.595
b914038d,explore,108,107.498
b57e2c76,index,14,45.872
b7f5e8cc,query,94,359.442
b86ad2f3,welcome,7,32.686
37539020,,52,
b63d36a8,explore,82,110.674
b7fef8a7,explore,40,79.017
b868ceb1,query,482,405.549
384cef7c,explore,241,149.134
b71ae5ad,query,127,497.474
3569c15e,explore,168,85.976
387256e1,query,72,349.269
b88cec38,query,50,413.963
3932d4b9,welcome,89,20.686
b7309af4,query,138,330.271
b963bab3,query,17,387.317
b95d5406,explore,22,69.126
b83878e0,welcome,12,17.671
39224ed6,welcome,11,16.591
b801dc46,query,35,386.043
b8db26f9,welcome,21,18.953
37512f18,index,8,67.860
3803d365,explore,52,97.356
b6b176aa,welcome,39,25.960
b8f2f05a,explore,22,123.648
3932d48d,explore,87,189.637
b71eab1e,query,69,375.756
38bd3dd9,welcome,7,35.260
38669f48,query,70,393.285
b8b35860,query,51,306.094
37c7cb8b,explore,176,152.074
38d352e7,welcome,33,20.933
389b678c,explore,51,103.820
b8b4c8e3,,10,
37dcf7ac,welcome,79,22.765
38e816de,query,17,382.859
b818edf3,query,57,401.118
39049659,index,9,56.948
b7cb6cd3,welcome,7,35.405
b6b176aa,,10,
b8de2609,query,151,365.720
38a1d953,explore,22,122.008
398151a4,explore,22,154.899
38abaf39,query,370,345.034
35f35bc5,query,179,308.033
b8e792a8,explore,132,137.656
3852af52,,115,
38f034ff,explore,22,148.312
b8c4a9b3,,129,
b9462ee8,query,113,478.914
b8e9a607,query,341,223.339
b8c198f9,explore,508,57.153
384e7fb8,query,17,237.813
b85aa33b,query,139,360.186
392fdf94,query,217,446.531
b7e5c163,explore,171,90.768
38aced5b,welcome,30,21.945
38c0546f,explore,250,102.591
b883223f,query,103,424.144
b7e311d1,explore,22,75.969
b90ae182,,10,
391bab8d,index,44,44.900
37ad4bb0,explore,36,128.791
387a693d,explore,22,148.363
38055f58,index,20,61.445
3826f7c3,query,202,322.623
38afb70e,,135,
38c32354,welcome,102,32.326
b8fa09b8,index,6,72.419
b85b0e88,query,133,389.766
391476c9,index,10,51.683
b8d04266,query,140,307.210
b824243f,explore,152,104.870
b7f5e8cc,query,86,371.625
37512f18,welcome,7,23.717
38c0546f,explore,100,80.060
b88f2333,welcome,31,18.827
38669f48,query,63,298.497
b847509d,query,17,357.405
381cdeea,explore,43,148.240
3900c784,query,45,357.341
381cdeea,explore,168,108.848
b6a30ae3,index,4,56.506
370066d1,query,188,450.292
b60ea074,query,17,250.776
b85b0e88,query,17,287.401
37c8b5dc,query,600,387.418
391c52cd,query,93,442.549
381295ed,index,11,60.753
382682ec,,82,
b8859854,explore,22,214.111
3667ff7b,explore,120,160.544
b79d8fe6,index,18,47.323
b8c198f9,query,17,368.828
390a3437,query,17,418.643
370066d1,query,124,493.489
b88f3fd2,index,31,58.602
b7e5c163,explore,227,104.386
38a26360,query,37,324.410
39049659,explore,28,90.586
3785c0d6,welcome,40,26.459
b8c9731e,explore,224,170.782
37512f18,explore,196,165.152
38565837,explore,81,97.227
3932d48d,query,49,416.417
b88c0eb2,welcome,7,16.784
b7e5c163,,10,
b71a97e8,explore,22,129.317
b943987a,query,27,364.865
37539020,,10,
384896a3,query,35,331.669
b929e1a8,index,12,31.627
b8e14c8d,welcome,78,32.603
389b4382,index,60,55.319
b78ce930,explore,101,62.450
b92c2cc4,query,27,371.199
381295ed,welcome,7,35.127
b785e780,query,55,326.894
b6a675b9,index,4,67.571
b85b0e88,query,162,428.428
389b678c,query,159,378.806
381f446e,welcome,79,29.079
b92c2cc4,,79,
389b678c,query,20,285.358
38a07376,explore,65,75.099
39049659,explore,45,73.291
b7e70050,query,252,441.369
b873eff6,query,17,317.553
b929e1a8,explore,22,96.028
b81fda2a,,16,
b7e046f3,,28,
b807faf0,explore,41,90.106
37b91f73,query,17,420.058
38f4af8f,query,17,466.800
38d263e1,query,35,416.806
b8b16108,index,9,56.748
b914038d,query,17,322.725
38a575d0,query,45,391.245
38aced5b,explore,81,42.055
384e7fb8,,10,
b930a379,explore,27,102.909
b8991e6f,query,199,360.747
3960682f,query,107,472.080
35f35bc5,,13,
b88c0eb2,index,12,65.683
b71eab1e,query,27,436.313
389e3e52,query,17,543.680
37b1e3d8,query,150,435.200
38aceac6,query,17,367.904
b83878e0,,34,
b80a284d,query,19,348.602
393a3727,query,497,374.025
38715f17,explore,22,123.404
380e76e5,explore,22,173.184
38941c18,explore,250,96.492
38ac031d,explore,176,133.162
b893d062,,10,
b659f6b0,explore,40,70.266
b8597376,welcome,20,27.917
38e816de,query,33,311.456
b934c07d,explore,22,121.261
b800d5e2,welcome,10,49.096
b912f681,query,55,401.130
387a8f1f,welcome,24,35.076
3932d48d,welcome,10,7.336
37fc0708,index,4,45.590
37539020,explore,84,12.364
385c9181,welcome,53,42.164
b91008bf,query,55,348.657
38f034ff,,10,
37ed953d,query,187,383.520
38eb8fd2,explore,22,196.078
b6a30ae3,query,53,367.256
b8195359,query,54,305.265
38a1d953,query,79,504.222
39016040,query,113,320.265
37ad90cf,query,224,457.192
b85995b2,welcome,7,10.669
b81fda2a,query,17,432.330
38b5bdc6,query,69,433.436
b8900d87,explore,198,199.511
37b51d59,welcome,16,15.685
b888097b,welcome,7,42.023
38eb8fd2,explore,22,202.500
b9393d2a,query,206,408.577
b8e792a8,explore,105,84.611
3960a2b0,query,17,408.449
3929d239,,183,
38afb70e,explore,248,43.390
38055f58,query,21,386.532
38c80056,,70,
b63d36a8,,43,
38d8af08,welcome,7,22.259
3869f186,index,9,55.511
3569c15e,query,121,386.018
b86fbec8,query,123,401.677
b9321f56,query,17,408.495
b60ea074,welcome,24,21.239
b92b7209,query,108,332.416
b82746bb,query,412,490.482
389be43a,,21,
36cec674,index,4,42.282
38715f17,query,102,356.189
b89e37f8,welcome,62,38.376
38669f48,explore,42,89.696
b7e142d9,explore,179,91.888
b6e4e551,welcome,13,31.712
b8806c0a,explore,184,76.361
b943987a,query,55,510.434
b91f358f,explore,59,46.949
b92f1272,welcome,17,15.909
b8e9a607,,13,
b790afc9,,31,
b90f23d2,query,284,327.776
b8a9dc67,query,196,375.712
b8ce585e,query,118,342.537
b895f7c2,query,123,338.107
b883223f,explore,29,135.110
391afd04,index,7,48.111
37a9a5fe,explore,46,97.789
37b51d59,query,297,413.144
38d8af08,explore,328,107.865
38ba0efe,welcome,8,14.597
38e816de,explore,35,118.497
38ed7c67,query,17,428.532
36fcc444,,51,
380e5166,query,17,409.321
b88f4fdd,welcome,36,44.514
b8904eb4,query,46,437.395
37c8b5dc,explore,368,83.132
b94efb7e,query,17,337.612
37359cdc,query,29,365.969
b7ff443b,,102,
b8e14c8d,index,29,27.595
b8c00b60,query,17,451.544
396f9163,query,70,422.827
38b0f557,,15,
38fa3c71,query,88,340.591
37c8b5dc,explore,48,80.964
384cef7c,query,32,437.427
378727cf,explore,22,135.965
b8e8b663,query,17,316.294
37c1cf55,explore,61,137.628
b930a379,query,91,362.986
b8b4c8e3,explore,50,37.579
38b9b021,query,17,418.051
36cec674,welcome,7,28.060
b8d7aeb3,query,98,394.008
36fcc444,query,77,393.725
b801dc46,index,7,58.995
b8cba1ea,query,17,484.346
b8904eb4,query,86,265.243
b95d5406,welcome,82,30.499
37539020,explore,127,98.266
b92d477d,explore,22,60.807
b85995b2,welcome,13,22.905
b85b9a21,welcome,13,45.735
3844818b,explore,85,131.747
b88c0eb2,query,195,372.058
b8900d87,query,161,334.793
b91008bf,explore,85,179.904
b92c2cc4,query,17,434.107
b77845c4,welcome,10,34.589
b80a284d,explore,366,70.963
38d79420,query,467,264.473
b802772a,welcome,49,29.737
b7e311d1,explore,261,121.500
b906d980,query,45,456.630
b7dbd172,query,29,326.112
b797ad79,welcome,96,43.836
b6a675b9,explore,222,84.716
b90f23d2,explore,50,157.307
374e965b,welcome,19,26.222
38a575d0,,22,
b8806c0a,query,17,247.541
382682ec,,122,
389124dc,query,258,341.694
b785e780,query,17,389.442
b785e780,explore,53,147.307
37155b24,welcome,191,32.317
38ed7c67,welcome,11,29.487
38c27f22,explore,72,143.564
3803d365,query,33,282.755
b8d6e107,explore,166,135.987
38565837,welcome,95,32.782
b84b1fc4,explore,92,93.004
38a1d953,query,19,396.261
b7cb6cd3,query,241,438.170
b83878e0,query,17,503.253
b89f99af,query,118,385.545
b914038d,welcome,43,31.048
3803d365,query,42,384.846
38889a72,welcome,25,25.934
380e76e5,,18,
398151a4,welcome,34,33.835
391afd04,query,17,321.463
3960a2b0,index,11,67.756
b8904eb4,query,127,306.799
b930a379,welcome,7,38.105
38d8af08,query,21,345.034
b8983416,,71,
b71a97e8,query,26,289.126
b925ee45,query,77,283.509
38d263e1,query,45,461.545
37ad90cf,query,153,250.459
b906336c,explore,67,133.652
b903f2ce,query,65,414.810
b9321f56,query,26,381.834
b85995b2,index,28,32.215
b8fa09b8,query,92,323.588
b8a5e039,explore,106,82.735
b807faf0,welcome,7,21.077
b7e70050,query,17,435.560
b84b1fc4,,135,
3726cc1f,query,33,297.118
398151a4,query,215,372.641
38d8af08,explore,313,110.729
b7a78440,explore,22,89.122
38f4af8f,explore,45,108.911
b8f74b43,explore,100,53.072
b8a9dc67,welcome,10,33.172
b8aecf5c,query,17,389.207
38b8dbce,query,17,213.991
37bbd429,,10,
b8983416,query,75,341.687
b9084a36,query,138,379.991
b94efb7e,query,424,427.767
b94efb7e,explore,121,80.364
b8f830ef,welcome,91,32.085
b7a0f3c7,query,137,487.608
37b51d59,welcome,32,11.058
382d28b2,query,214,206.490
b8fbb05a,query,64,374.088
b8806c0a,explore,22,157.581
36b6d5a7,welcome,85,25.965
b83a6044,index,17,34.499
b82746bb,index,5,75.517
3815f55e,explore,232,56.421
38c0546f,explore,71,121.274
b84b8870,explore,111,138.758
39049659,welcome,74,36.557
384896a3,explore,59,186.627
b8ecf07f,query,202,364.405
37359cdc,query,68,417.880
38d8af08,query,141,487.772
37ed953d,welcome,9,19.129
b57e2c76,query,140,354.941
b9017e01,query,17,311.669
b8aecf5c,explore,163,135.961
39716b42,,41,
b72c3ec0,explore,22,95.751
b85b9a21,query,26,416.478
38e3272e,explore,113,150.420
b8622cb9,explore,39,84.195
37ccaef7,welcome,15,18.828
b86ad2f3,,26,
38b9b021,query,26,459.751
38055f58,query,222,324.692
b71ae5ad,explore,28,84.654
38bc9961,explore,74,139.002
b93c986d,query,206,440.074
380fd71c,explore,22,125.726
b8195359,welcome,11,19.736
380e76e5,,12,
389124dc,query,28,363.211
360d9967,explore,108,25.085
b906d980,explore,44,106.268
38941c18,explore,36,94.018
b8195359,query,151,237.109
37b91f73,query,45,356.333
38a26360,welcome,51,32.285
380fd71c,,10,
b7f5e8cc,welcome,17,32.305
3932d48d,query,86,323.317
b6454418,welcome,11,8.454
b7e311d1,welcome,7,34.697
b8622cb9,query,57,476.469
38b9b021,index,9,54.079
383f50cb,query,32,408.383
b88f3fd2,welcome,7,21.368
b79d8fe6,welcome,34,21.017
38c3ffcd,,41,
398151a4,welcome,25,36.138
b78abd4b,welcome,51,33.448
3917a7ea,query,17,367.597
36b02f39,explore,33,115.478
38d8af08,,36,
b8859854,welcome,7,26.909
b88f2333,query,165,347.745
b6454418,welcome,33,39.882
36b6d5a7,query,17,400.681
381295ed,index,11,60.081
398b9355,query,46,410.339
39221e65,welcome,10,38.095
b72c3ec0,explore,185,64.879
37155b24,welcome,50,19.074
b8891335,query,37,424.368
3960a2b0,query,213,283.638
3569c15e,query,88,317.316
b8db26f9,welcome,29,21.892
39090f5c,query,17,349.684
b837e598,welcome,12,35.886
b8767f5c,explore,22,112.623
37b91f73,explore,435,89.797
b80d4f1b,explore,22,104.253
b847509d,explore,246,158.123
b8aecf5c,query,25,317.702
b934c07d,query,20,380.678
b84b1fc4,welcome,13,36.253
b78ce930,welcome,37,29.398
b903f2ce,explore,26,162.848
b934c07d,,18,
38737cb7,query,54,453.038
b8622cb9,explore,33,46.376
b8a9dc67,query,57,457.324
35c939f6,query,19,410.986
38bd3dd9,,10,
b8767f5c,welcome,7,34.426
b7f5e8cc,welcome,8,23.634
b8860a5d,explore,132,246.679
b6a30ae3,welcome,18,18.261
b7e5c163,explore,28,94.219
b8ce585e,explore,22,93.958
391bab8d,,11,
b92d477d,query,215,403.676
b80a284d,explore,102,95.013
b888097b,query,195,352.598
37ccaef7,query,64,354.449
3667ff7b,query,17,390.894
b8fbb05a,index,104,51.620
b91733dd,welcome,24,38.335
374e965b,welcome,23,28.994
38bd3dd9,query,69,530.569
38a26360,,10,
b89e37f8,explore,142,165.146
b876c3d5,query,487,369.696
b86d9dc1,index,15,32.017
b837e598,explore,33,130.653
398b9355,query,19,442.969
38ac031d,query,17,441.248
b9462ee8,explore,271,58.867
b6e4e551,query,45,263.996
b8fa09b8,welcome,7,32.635
381d46a4,welcome,8,46.403
b8ce585e,welcome,7,35.469
39221e65,query,17,327.447
38cc91c1,query,130,363.016
381cdeea,welcome,28,26.211
389e3e52,explore,197,148.940
b88f3fd2,index,23,50.350
38c32354,explore,59,119.301
b8767f5c,query,18,451.332
36b02f39,explore,65,137.310
35c939f6,query,264,452.304
b8b742d2,welcome,56,37.971
38afb70e,query,642,412.994
39221e65,index,4,40.350
b57e2c76,index,4,58.873
b3d96130,explore,99,61.707
3785c0d6,query,57,376.180
389be43a,index,16,38.465
b8fa09b8,query,36,466.181
b8fa09b8,query,17,287.006
b9462ee8,index,23,63.746
b807faf0,explore,407,83.140
b57e2c76,explore,116,101.704
3585643c,query,98,432.436
b90ae182,explore,22,150.311
b78ce930,explore,134,65.305
b7f87489,explore,83,169.450
b906336c,query,17,400.899
b7e142d9,query,85,402.024
381a9191,explore,49,77.848
383d1efe,explore,68,109.935
b8834030,query,19,389.101
36124c2e,welcome,26,23.756
b83463f3,query,124,287.406
b75ae6f9,index,7,75.945
b8d7aeb3,explore,28,106.990
3884d93f,index,26,18.484
38d79420,welcome,24,32.686
b7d35888,explore,260,151.251
b8c0fe9e,explore,110,59.858
b3d96130,index,44,55.381
38bd3dd9,query,17,279.965
b8e9a607,welcome,13,22.899
3667ff7b,query,302,318.995
391476c9,welcome,7,37.689
37b1e3d8,welcome,24,15.408
38bfbe11,explore,323,134.588
37a9a5fe,query,145,306.927
38908b3d,explore,25,63.165
3919d2b8,query,44,471.949
b801dc46,explore,139,135.849
370066d1,query,23,301.719
381cdeea,welcome,47,38.236
b9084a36,query,90,348.920
3845864b,,84,
b8983416,explore,60,132.417
b8f830ef,query,17,310.156
b8904eb4,query,99,262.769
3932d4b9,explore,22,184.982
b8904eb4,welcome,71,31.310
b906d980,welcome,31,25.404
37c7cb8b,explore,30,110.065
38bfbe11,query,96,349.498
3794d5b0,explore,342,40.806
b8927d2a,explore,156,97.464
b929e1a8,welcome,69,26.933
b866124f,query,128,388.506
391afd04,welcome,52,30.631
b929e1a8,explore,22,132.300
38a26360,explore,35,40.655
385131c9,,10,
382863be,,125,
b975a4a0,explore,176,98.666
380fd71c,query,40,386.853
39090f5c,,18,
b895f7c2,explore,243,114.974
37512f18,,21,
3845864b,explore,270,151.070
b8de2609,explore,22,148.563
38e816de,query,139,298.575
38a575d0,query,66,337.273
37b91f73,explore,131,74.906
b895f7c2,query,203,249.767
3898ee45,welcome,7,36.064
38a575d0,explore,70,85.033
38889a72,query,198,247.585
b7dbd172,query,54,415.255
b8859854,explore,106,178.731
382682ec,welcome,32,22.362
388ab882,explore,96,115.176
38646fee,welcome,43,29.793
3932d48d,query,354,346.361
37b51d59,query,17,257.142
b8900d87,query,41,407.448
b91b3afb,query,54,306.430
38cc91c1,explore,98,139.811
380270e6,query,82,283.439
b91733dd,explore,73,131.711
b8a9dc67,query,42,408.358
3815f55e,explore,79,31.981
3900c784,explore,113,133.603
38cc91c1,explore,49,102.670
38a575d0,,70,
b60ea074,index,13,54.500
b91f358f,query,101,490.746
38565837,query,21,480.451
b71ae5ad,welcome,40,28.746
b71eab1e,welcome,10,43.786
3917a7ea,,191,
370066d1,query,18,376.610
389e59a0,query,226,293.396
b8cba1ea,welcome,66,33.133
b8c4a9b3,welcome,132,20.387
b8c1f1c6,welcome,16,31.180
37512f18,query,37,321.312
3726cc1f,,75,
3932d4b9,welcome,25,26.254
b8e9a607,query,32,315.065
39224ed6,welcome,66,52.731
381f446e,explore,54,133.429
37428674,explore,36,185.407
b88f4fdd,explore,298,116.073
389e0982,index,4,49.762
3834ebb4,,116,
b912f681,explore,251,89.272
b876c3d5,query,52,326.962
b89e37f8,query,17,339.546
b78abd4b,index,31,52.670
37512f18,explore,250,113.529
b89e37f8,explore,42,60.080
b837e598,explore,50,149.755
b84b1fc4,query,17,417.485
b992c1b8,query,41,391.693
b8c198f9,query,127,429.715
38d8af08,explore,90,80.363
38646fee,welcome,16,22.678
b89f99af,query,96,339.262
3585643c,welcome,50,25.650
b72c3ec0,query,153,375.714
b8b16108,,35,
3815f55e,explore,87,101.774
37f6eef3,explore,32,77.711
b7f5e8cc,,10,
38b5bdc6,query,42,334.257
b6b176aa,welcome,30,18.089
398b9355,index,9,79.623
3794d5b0,explore,273,41.181
b831a2f9,explore,67,87.230
37428674,explore,71,53.583
371ac991,query,75,373.453
b8859854,explore,22,158.879
b8ae0f0a,explore,28,87.395
b81bc207,,31,
37155b24,query,126,471.700
b8c00b60,explore,37,119.773
b925ee45,query,29,358.191
b837e598,explore,48,26.818
b94efb7e,welcome,12,35.373
b835f7f1,welcome,49,28.036
39716b42,welcome,54,20.975
38f600f4,welcome,41,28.540
b60ea074,explore,44,165.354
b8b35860,query,17,418.414
b975a4a0,,40,
38b0f557,welcome,7,40.456
b78cacbd,explore,41,75.066
b85bcc4e,index,22,60.986
3845864b,explore,42,175.728
b7d35888,query,41,382.290
b835f7f1,explore,103,113.757
b934f3aa,explore,22,88.993
38d8af08,query,179,347.017
39716b42,query,42,335.638
b8983416,query,34,463.084
389e59a0,index,35,56.358
b9540e8c,explore,89,97.362
36fcc444,index,42,42.218
b85ecb74,welcome,16,46.686
398b9355,explore,155,61.206
3826f7c3,query,68,328.718
382682ec,,10,
b85ecb74,welcome,7,27.605
3960682f,explore,206,49.281
39016040,index,19,33.186
b8597376,welcome,7,35.006
b8c4a9b3,query,77,314.813
b8cba1ea,explore,25,132.736
390e01f6,query,152,397.064
38715f17,explore,89,150.825
b88c0eb2,welcome,7,28.180
b92d477d,index,47,80.428
382d28b2,welcome,10,35.126
b8f830ef,query,530,460.731
379bbcac,welcome,15,27.355
b8571640,,83,
b88f4fdd,welcome,34,44.838
37ad4fb0,query,61,415.634
b7e142d9,query,127,356.979
b8e9a607,welcome,44,25.697
38a3efc1,query,39,322.726
