"sessionId (text)","page (text)","latency (number)","timeOnPage (number)"
384dbf57,query,17,321.326
3701d6fe,query,169,309.613
38da6d20,,53,
b9262f51,welcome,16,30.038
3806a641,explore,22,133.393
3959f160,query,30,343.839
b90c0831,index,26,41.849
388e6746,query,59,339.032
3827afc0,query,52,443.997
b532828f,query,66,354.346
370f659c,query,224,362.728
b96aff6b,explore,51,88.395
38b437bc,query,17,249.780
b8f6edd3,query,162,413.106
3823b799,explore,312,99.441
b85a4e19,query,17,452.713
b7b47e0b,query,80,294.713
395289cf,explore,22,151.335
38f03bfb,query,17,310.945
3809ca97,query,57,354.788
394dc7e7,query,17,428.078
b9120a49,welcome,16,35.825
38da6d20,welcome,31,29.927
b912d702,welcome,57,36.144
b7bd5c6d,explore,68,76.377
b7e1cc7f,query,57,410.698
b89fc1e1,query,96,441.126
39023344,,117,
b92cd41e,query,177,460.597
3823b799,index,28,44.382
39196c18,query,197,256.149
36aa1d09,query,473,355.404
b8ddc9d6,explore,376,74.017
38fd03b4,explore,43,126.197
386ddfdd,query,82,395.887
38ea5b05,explore,48,69.219
b747cf01,welcome,15,30.825
b746a9af,query,81,290.455
3870a5bf,query,104,492.393
b88c7d38,query,48,300.259
38bf736b,query,88,383.741
3907bd4a,explore,68,118.883
b747cf01,query,30,198.260
b9952c38,,122,
35212ec2,query,30,309.899
b7ab0001,explore,22,108.526
b88c041a,welcome,38,35.671
38301008,explore,38,122.825
36f42680,query,145,420.176
37d827b6,explore,36,124.835
387e9322,welcome,7,23.120
368c88f2,explore,46,59.743
38a3d32c,query,127,264.376
38cbc9c4,welcome,8,28.510
3870a5bf,explore,74,118.219
b79814ce,query,134,368.556
b8c3d269,explore,201,87.957
384ca141,query,51,358.740
389ffe72,explore,359,60.875
b85bbec7,explore,62,141.586
b8ca1285,welcome,37,21.239
b813b642,,10,
b90ab8f5,index,17,26.663
3945c449,query,18,257.250
3827b8ad,,84,
3923d69b,index,4,88.405
b8abbf79,welcome,28,16.668
3825d553,query,161,386.056
b9192636,,10,
380a3b16,query,51,493.217
3827b8ad,query,25,310.116
b90288f8,explore,162,177.978
b8b1151a,,31,
b7ad8cfa,explore,22,130.430
38fce36c,query,17,357.276
38c30708,,57,
38a7fa42,query,125,443.696
b94f006d,welcome,7,30.196
b6c917eb,query,94,389.960
38f54dfb,explore,182,83.336
b8ef0640,query,21,333.441
39584cc9,index,35,57.240
38741dd4,query,17,355.654
b9108f1f,index,28,13.398
b8abbf79,welcome,99,22.041
b72f7391,index,21,44.153
388e2da8,welcome,9,24.986
b94276da,query,17,441.473
3923d69b,query,62,297.772
38f3a841,welcome,105,14.346
38b2fe0e,explore,22,88.234
3936d138,query,108,295.435
390a70ad,,21,
36aa1d09,welcome,52,40.820
b8957973,,54,
39049e06,query,37,290.403
b9121871,explore,22,122.968
b84ed406,explore,176,148.260
b8a21ebf,query,95,437.106
38e31cd0,query,79,424.165
38641006,query,56,497.464
b9195050,explore,22,138.680
b8e38813,welcome,68,24.820
b89b6351,query,17,371.932
b8cc43f2,query,20,387.460
383b3d16,,145,
b747cf01,query,46,318.408
3823b799,explore,138,125.948
38641006,explore,22,171.275
38dc4e91,query,55,480.627
b8a8fcd0,query,23,440.788
b6deebd2,welcome,15,40.023
b77896cf,index,5,39.228
3713b2ac,query,70,287.568
3825d553,query,74,443.536
38ea5b05,,52,
3883cda9,explore,91,86.134
38c439eb,query,138,408.046
b80decf6,query,17,387.471
b8dcdb7e,,57,
38a3d32c,query,17,274.959
b88144f3,query,22,386.039
38f03bfb,welcome,15,42.662
b91383bd,explore,225,102.944
b90ab8f5,index,5,42.947
38bf736b,welcome,7,42.541
b7d25d1e,index,12,78.396
3912bdb8,query,284,378.039
38d6a39a,explore,25,110.948
393c1d0a,query,54,390.531
b8dcdb7e,explore,22,181.434
b78700fd,,10,
3923d69b,welcome,68,29.781
379b789b,explore,52,106.080
3806a641,welcome,37,27.326
38dbb0ac,welcome,10,33.553
39676437,index,47,39.247
3959f160,welcome,34,47.914
b89b6351,explore,205,138.296
b78294d1,query,345,290.183
b87a3d54,,164,
390bce3e,explore,121,142.445
b8eb2381,query,41,363.061
b903f1ba,explore,22,100.578
b6fc5e8f,explore,47,199.226
b6997bba,query,71,320.954
b882a572,explore,412,70.830
3806ff7f,query,42,326.782
b8ae7201,query,17,311.658
b9390706,query,44,276.058
b95f8e0c,explore,42,134.794
384dbf57,,50,
b903f1ba,query,104,264.853
3941e8a2,explore,22,116.063
b82e11a5,query,57,276.599
b5cc32f9,welcome,24,18.823
37ed171a,welcome,15,33.546
b6fc5e8f,explore,60,72.488
393ce80f,,26,
b85e1118,welcome,22,15.177
b5cff196,explore,300,1.749
38a2baf1,query,100,327.754
b8957973,explore,496,136.063
b6861f95,explore,71,187.048
389d0f58,query,80,281.634
b88144f3,index,26,44.352
38b437bc,index,50,61.053
b5cc32f9,query,76,344.684
b91b0aa5,query,105,342.551
393ce80f,query,53,393.153
384ca141,explore,27,110.072
39316be8,welcome,7,30.593
3912bdb8,query,29,359.869
b9195050,query,17,389.611
b903f1ba,query,54,301.862
b882a572,welcome,7,40.979
b8896b9d,index,84,33.387
b8eb2381,index,62,64.911
38ba2b03,query,82,401.359
b8a9a15d,explore,58,143.883
38b384d5,index,23,38.004
38b2fe0e,welcome,44,18.534
b78700fd,explore,65,131.436
3887b730,query,27,320.065
382103e1,welcome,62,31.951
b89b6351,query,121,416.269
38b437bc,query,17,364.792
b8a40db7,query,17,458.688
367fc56b,query,17,313.656
b849685b,welcome,8,30.977
b79751b9,,39,
b8d96132,explore,26,140.971
38cf1081,explore,77,142.466
b7671954,explore,22,109.933
b87a3d54,query,17,283.764
b8ddc9d6,query,33,339.445
b903f1ba,explore,25,61.860
38d3457c,query,46,468.310
38de2e37,query,117,401.122
b8eb2381,,56,
b8133ba2,query,17,390.825
38fce36c,query,22,332.726
b8767cf4,query,297,440.768
3959f160,explore,176,85.979
b8a21ebf,,104,
384ca141,index,22,54.747
b60640cd,query,17,340.598
389b888b,query,45,395.561
b8d04bf9,query,20,534.671
38d37e82,welcome,7,20.277
38d6a39a,explore,148,76.604
38955a40,explore,30,58.477
37edb843,explore,51,126.051
38641006,,27,
b7d25d1e,explore,59,126.376
39118432,,33,
b807f47b,explore,41,52.691
b79814ce,query,32,355.212
b72004d6,query,156,305.435
39130beb,query,45,402.397
b7e1cc7f,explore,192,187.314
b8eb2381,,64,
b9121871,welcome,12,39.495
39584cc9,welcome,124,40.909
3941e8a2,welcome,130,32.569
b79fc36b,index,34,56.973
3941e8a2,query,48,394.175
38dbb0ac,welcome,22,35.322
b7f018b2,query,183,414.875
b70956d0,,12,
3843fd1b,explore,35,84.125
b871ac93,query,424,445.835
3941e8a2,welcome,38,47.403
387c1642,explore,22,68.411
39626740,query,246,316.617
b871ac93,query,23,463.472
38301008,explore,22,111.966
39449c05,query,17,348.548
b7ce9e6c,query,129,340.497
38dc4e91,query,50,454.098
393c1d0a,explore,138,60.723
b6fc5e8f,query,27,301.816
b910f550,index,16,54.189
b72ec9aa,index,10,22.757
38b2fe0e,index,4,58.226
3890426b,explore,215,112.558
38027d89,query,70,469.130
b91383bd,query,229,453.845
b89b6351,welcome,11,34.750
b90cd7e2,index,34,38.838
b8cda2e8,explore,22,72.360
38fa1db7,,18,
38e31cd0,welcome,72,31.241
38d32b7b,query,253,321.581
b919aba9,explore,324,115.128
3887eb6a,explore,22,102.054
b85002fb,welcome,74,35.742
b76ac97a,explore,219,88.968
b70956d0,welcome,30,31.463
38a6be1c,explore,65,57.991
3880ebfa,query,56,319.516
3713b2ac,welcome,68,19.404
b8d96132,explore,22,87.131
b89ac8ef,welcome,67,39.415
38ea5b05,index,63,66.734
39023344,explore,22,99.357
3827afc0,explore,517,118.380
3887eb6a,welcome,13,27.269
b912d702,query,139,443.181
b8c922ef,,137,
b89b6351,query,17,412.058
38cf1081,welcome,7,27.856
3823b799,query,90,480.744
38f0bd8f,query,83,387.385
b85e1118,query,20,374.254
392a7586,explore,84,139.076
3941e8a2,explore,226,130.887
3827afc0,explore,253,86.119
b7e1cc7f,welcome,7,36.168
37b01d54,query,23,316.992
38638071,explore,22,64.111
b8767cf4,explore,22,77.996
389b888b,explore,71,62.317
38170658,welcome,11,38.960
b9081a90,explore,76,149.796
b85bbec7,query,112,305.707
b88c041a,explore,325,93.895
38983d99,,14,
b90ab8f5,explore,51,109.030
3823b799,index,45,46.676
b8bac31c,query,83,378.151
b82e11a5,explore,29,121.261
392a7586,query,160,357.026
389ffe72,query,81,414.624
b789f5de,query,52,428.351
3644b520,query,35,379.798
b9262f51,explore,64,159.889
37a1308e,,13,
b532828f,welcome,7,32.098
b8cb2383,welcome,73,20.012
38de2e37,welcome,29,21.776
3823b799,explore,111,153.065
38f54dfb,explore,103,126.724
38130fc5,explore,48,98.774
b8814dab,query,44,281.741
b789f5de,welcome,21,38.659
b7dbb5cc,,12,
b89b6351,explore,96,71.700
b94aa5fe,explore,175,187.617
b91cf28a,query,156,350.496
b85e1118,explore,163,99.609
b532828f,query,17,381.834
384dbf57,explore,65,103.260
b85e1118,query,138,384.567
b92cd41e,welcome,23,27.851
38741dd4,welcome,7,35.232
3825d553,query,87,594.375
b82a2c73,query,94,371.562
38130fc5,query,22,415.930
b89b6351,query,72,480.168
38879321,welcome,14,32.986
37e3a30c,query,325,317.669
39449c05,welcome,21,20.836
b912d702,query,72,274.823
b90ab8f5,explore,27,108.144
37b01d54,welcome,11,12.501
3898ed9d,welcome,8,30.592
3827b8ad,query,76,379.686
391f90b6,explore,65,68.754
37efae52,welcome,109,22.470
386dda80,query,20,382.130
39110bc6,explore,121,111.381
b8cb2383,query,145,338.845
38bf736b,welcome,27,13.812
b81af435,welcome,23,24.168
b750a50c,query,21,530.569
b95f8e0c,query,36,386.775
b84ed406,query,17,360.161
b8ca1285,query,164,398.498
38e24149,explore,28,66.272
b6922299,,10,
38c02024,explore,179,45.597
3894d694,,113,
b9394069,explore,60,162.282
b72ec9aa,query,20,467.079
b903f1ba,query,42,349.418
b9191707,query,38,365.779
382eebcf,index,4,42.586
39118432,query,154,467.259
b58345a7,explore,48,66.383
b947c148,query,25,389.426
38a9678f,query,50,465.189
38d3457c,index,10,68.456
b8b1151a,index,17,39.269
b85a4e19,query,160,371.290
3850a4af,welcome,30,18.769
b94aa5fe,query,90,434.432
38c02024,welcome,29,25.557
b947c148,query,74,336.516
b8cc17a8,index,4,61.682
3713b2ac,explore,156,113.814
38170658,welcome,51,42.695
379b789b,welcome,7,40.297
b8a9746b,explore,108,129.544
b77896cf,welcome,39,21.475
382e0879,query,17,444.304
b8b1151a,,11,
b82a2c73,welcome,23,29.467
39049e06,query,54,379.445
3827b8ad,query,30,349.713
38d3457c,explore,22,142.528
b9390706,query,31,412.972
b833f56b,query,119,305.156
b7299437,query,279,406.319
b89ac8ef,query,48,332.867
b7febdb2,welcome,131,21.829
39110bc6,query,30,472.388
b92265d7,welcome,8,34.519
37efae52,explore,46,92.217
b92265d7,index,35,42.314
b96b7476,query,75,396.954
b8814dab,explore,64,69.125
380a8ee6,query,129,346.466
390a70ad,index,42,82.829
386f3062,explore,41,136.943
384ff169,query,49,287.368
b8133ba2,query,203,387.071
3701d6fe,explore,22,127.562
388e2da8,welcome,15,29.528
b9262f51,query,171,340.039
38638071,welcome,25,20.920
38cf1081,explore,22,123.205
38863ecf,query,110,307.629
380a8ee6,query,59,343.583
368c88f2,explore,198,147.386
3981c566,welcome,42,43.975
b8a9746b,query,176,319.008
38955a40,,10,
379b789b,query,17,361.375
37b01d54,,10,
38170658,welcome,7,34.337
b8d96132,explore,175,107.590
3887eb6a,query,209,229.217
b8b67c57,welcome,44,31.721
392b259d,query,135,372.623
393ce80f,query,19,340.530
388e2da8,explore,22,55.315
37b6ce35,explore,22,107.404
383f3e87,query,111,417.474
b7ad8cfa,explore,91,74.815
b7420057,query,143,438.841
b8261dc3,,39,
b92265d7,query,194,441.009
b94276da,explore,28,84.966
38bfffaf,explore,22,113.573
389418ee,explore,46,77.886
b9108f1f,query,152,389.647
391bdd7c,query,81,417.735
b8f6edd3,,21,
b88b86c9,,408,
3898ed9d,query,68,432.156
b8935c96,index,12,60.763
39023344,welcome,32,24.009
b8a8fcd0,explore,22,62.613
3923d69b,explore,70,90.677
370f659c,query,17,350.481
38fa1db7,query,22,395.585
b7299437,,41,
37e3a30c,index,12,52.538
393524d4,welcome,17,52.060
3906bd28,welcome,18,39.644
387f34dd,query,220,353.771
3887b730,welcome,37,27.202
38879321,query,17,400.825
3811386a,welcome,40,38.362
b6fc5e8f,welcome,49,28.447
b6c917eb,query,40,480.416
b6997bba,query,52,348.183
380a3b16,query,17,368.011
38c30708,welcome,40,28.360
38c30708,explore,64,73.242
38c439eb,query,17,397.082
38e31cd0,query,234,480.871
37ed171a,index,17,57.853
b90cd7e2,welcome,9,27.069
b89b6351,welcome,39,27.680
b9344041,welcome,61,12.033
b8133ba2,index,9,68.392
388bd213,query,26,371.083
38a3d32c,welcome,11,38.392
b94276da,explore,22,105.631
b60640cd,explore,43,144.785
379500b9,query,17,354.385
38638071,query,94,464.963
b7fbf867,explore,160,107.189
b88b86c9,query,35,343.558
386ddfdd,welcome,7,38.037
391f90b6,index,7,56.351
b9344041,explore,52,23.148
b8ca1285,explore,31,60.773
b96b7476,index,11,70.261
39626740,explore,40,102.850
36d407a9,query,17,369.888
389418ee,welcome,24,31.683
38301008,query,116,392.755
b8261dc3,,53,
b85002fb,query,20,292.625
b8a9746b,welcome,16,35.408
b8a2c430,welcome,22,38.206
b7ad8cfa,welcome,7,31.336
37d81570,,58,
352e89f4,explore,22,110.991
b895c2d6,query,17,394.048
3809ca97,explore,73,115.369
b8a34d6b,query,106,452.791
b88a3b8d,welcome,27,43.275
b87a3d54,explore,22,127.468
3773c216,explore,58,125.649
b96aff6b,welcome,7,24.345
b6416473,welcome,99,33.186
3912bdb8,index,4,72.887
38063370,query,17,339.996
38cf1081,query,234,401.919
3929139f,query,45,449.671
389b888b,query,17,372.338
b8898150,query,125,343.693
b9192636,explore,22,141.774
36a43fd8,welcome,29,30.479
b532828f,query,17,379.770
b881f398,query,93,340.887
b9191707,query,25,384.014
b8ef0640,,61,
b79d616e,explore,59,87.507
39110bc6,,20,
382103e1,explore,87,97.211
b8e38813,query,17,442.860
b750a50c,,10,
b8a40db7,query,17,483.231
3808e492,query,170,308.200
b8cb2383,,56,
37cc3efc,welcome,45,19.694
38b437bc,query,109,423.888
b987cfa2,query,127,361.801
3928a6c8,query,28,279.716
b8cda2e8,,16,
37d81570,explore,22,81.177
388bd213,index,10,50.048
b8261dc3,explore,82,136.910
3713b2ac,query,189,333.987
38f8755b,explore,22,98.782
3880ebfa,index,4,62.464
391f90b6,welcome,21,36.416
b8957973,query,86,423.009
38b70e3b,query,34,462.008
39584cc9,query,215,355.229
b8ae7201,explore,150,123.312
b9120a49,explore,70,148.649
b60640cd,,75,
3890426b,explore,22,124.368
38d3457c,explore,22,135.364
387f34dd,welcome,75,30.672
b789f5de,welcome,55,13.985
38f0bd8f,,10,
b8475e01,query,17,321.273
39217004,query,57,365.682
382eebcf,explore,81,130.173
b88144f3,query,82,340.783
b85bbec7,query,102,382.338
39110bc6,query,17,388.244
36f28a7a,explore,109,144.383
38de2e37,query,108,441.540
b88c7d38,query,17,426.338
b849685b,query,49,357.924
b895c2d6,welcome,123,32.266
b7299437,welcome,7,28.313
b88c7d38,query,67,442.935
b9344041,query,17,434.405
b8898150,query,97,338.617
b8898150,index,11,34.662
3887eb6a,query,204,428.409
b92265d7,index,14,72.122
3806ff7f,explore,31,118.629
b74ab656,explore,37,101.885
383d3e27,query,32,299.830
b60640cd,welcome,50,22.234
393524d4,query,162,472.146
39118432,query,183,309.284
38f3a841,query,111,299.919
b8935c96,query,89,439.012
38c30708,welcome,24,36.906
b9952c38,,31,
b9262f51,explore,281,194.897
b987cfa2,,46,
37b6ce35,explore,22,91.952
b8957973,explore,53,208.492
3941e8a2,,119,
b95443bb,query,73,422.118
38b70e3b,explore,85,118.783
38955a40,,52,
38c02024,explore,44,93.090
b8cda2e8,query,212,322.522
b81e0892,explore,60,180.719
b82e11a5,welcome,30,31.372
b546cbbc,query,37,511.914
38d0b95b,,24,
391bdd7c,index,29,41.372
38a3cc99,welcome,10,19.048
38ea5b05,explore,106,123.677
b91cf28a,,10,
b94aa5fe,,10,
b9262f51,explore,22,98.087
b912d702,query,18,322.816
3773c216,query,45,320.202
38b2fe0e,explore,22,176.586
b8a7faed,explore,197,100.242
b82e11a5,explore,82,177.681
b9262f51,query,88,324.743
38ba2b03,welcome,7,34.366
37d3e76b,explore,49,100.110
38abb269,,10,
b8ae7201,welcome,47,16.000
37b01d54,index,11,61.030
39049e06,query,106,392.964
382dac59,explore,105,132.688
36a43fd8,query,49,380.916
b91b0aa5,query,75,459.234
39584cc9,,86,
36f42680,welcome,141,49.660
3850a4af,explore,22,88.283
b8dcdb7e,explore,50,128.905
b7dbb5cc,explore,179,38.236
b88b86c9,query,29,420.765
b82a2c73,welcome,95,20.388
38bf736b,explore,30,93.999
b9191707,welcome,34,20.468
38863ecf,query,31,411.586
38641006,,39,
34242078,welcome,9,35.200
37d81570,,51,
3773c216,query,18,432.884
b7671954,explore,22,216.254
b8b1151a,query,42,393.866
b8235edb,query,38,350.463
39196c18,query,17,436.345
b9191707,query,17,401.947
b9000e9b,query,77,358.471
393524d4,,60,
383d3e27,query,43,405.015
3887eb6a,index,53,54.624
3850a4af,index,68,40.579
b8054a1c,explore,159,130.646
b67cf4ff,explore,141,126.010
3887eb6a,welcome,7,29.668
b8a21ebf,explore,22,127.495
3871b0f2,explore,26,132.874
b8898150,explore,243,165.452
38e31cd0,explore,83,108.931
b88b86c9,query,106,268.594
38b3b5f9,index,4,45.101
b7ad8cfa,explore,96,112.323
38a2baf1,welcome,12,39.576
389d0f58,query,147,407.973
b6922299,query,211,408.833
b8c6f1f5,,43,
391f90b6,welcome,7,29.954
3827b8ad,welcome,27,23.148
367fc56b,query,123,321.005
38b70e3b,explore,22,116.681
b94276da,query,30,332.851
b88c041a,explore,39,73.282
37b6ce35,explore,104,168.145
38a3d32c,,37,
b7c75f1c,query,41,325.342
b7a004f7,welcome,20,27.541
b90288f8,,54,
b6deebd2,query,96,407.161
b8896b9d,,86,
391b78a8,welcome,22,21.690
38cbc9c4,query,158,427.004
395289cf,explore,31,135.081
b8eb2381,explore,195,134.510
b72ec9aa,query,65,435.756
38130fc5,explore,86,83.989
3713b2ac,welcome,56,31.436
388756a1,query,172,335.250
38638071,explore,76,147.013
368c88f2,welcome,27,20.434
b7ab0001,query,17,405.776
b5cff196,welcome,218,34.040
38d0b95b,query,95,472.153
38170658,query,111,433.090
b7e1cc7f,explore,174,93.511
3880ebfa,query,43,352.081
394dc7e7,welcome,7,26.191
b6ddbe3a,welcome,35,30.100
b85e1118,query,17,276.460
39217004,explore,61,94.066
b9121871,welcome,103,31.983
38e24149,,39,
38da6d20,query,375,353.259
b91b0aa5,query,31,405.972
b72004d6,query,17,354.037
384dbf57,welcome,23,27.686
b81e0892,query,388,288.348
b882a572,,25,
b5acf6ba,query,331,397.292
38e31cd0,query,81,383.675
b6922299,explore,86,45.757
b9064e03,explore,58,105.900
b88ed6a2,index,32,53.276
b8957973,explore,26,103.425
b81f8856,explore,43,120.467
b912d702,query,99,449.877
b947c148,index,38,45.508
38f03bfb,query,182,336.994
3806ff7f,,18,
b8a9746b,query,141,377.684
3968688e,welcome,37,34.304
b8814dab,,31,
b8261dc3,,11,
3968688e,,42,
b7febdb2,explore,32,85.249
b8a40db7,query,17,326.000
38f03bfb,,83,
3912bdb8,explore,35,59.852
37d3e76b,query,57,344.112
b887ef72,,10,
37ae923c,query,35,308.357
b74ab656,,415,
b7671954,welcome,34,38.956
3896f78b,query,112,445.734
b79fc36b,query,17,350.601
3923d69b,index,16,45.823
37b6ce35,query,50,331.747
b80decf6,welcome,14,29.958
3887eb6a,,50,
b8261dc3,query,87,309.737
b5acf6ba,welcome,27,35.995
b88043b2,welcome,7,39.998
b5cc32f9,welcome,7,40.209
388bd213,index,22,44.361
b8992afd,,39,
38a3d32c,explore,91,172.424
b88144f3,query,67,405.356
b8054a1c,welcome,25,32.263
3701d6fe,query,110,376.323
b89b6351,explore,40,114.687
3887eb6a,index,9,57.452
382eebcf,welcome,12,17.200
b8b1151a,welcome,7,25.329
b90c0831,,12,
3894d694,explore,115,149.242
b8b67c57,query,110,269.907
3912bdb8,explore,38,141.974
b9064e03,,81,
b94aa5fe,index,69,47.781
389ffe72,query,134,417.002
380a8ee6,index,4,44.906
38abb269,query,69,432.691
391b78a8,index,5,49.805
3945c449,explore,78,90.939
3883cda9,,10,
b89b6351,query,98,340.169
38a9678f,query,109,416.139
b7671954,welcome,88,20.011
36d407a9,explore,22,154.881
38027d89,,58,
3721779d,query,61,418.784
b89ac8ef,welcome,25,22.373
385b5150,,102,
b88a3b8d,query,126,395.820
3823b799,query,17,383.094
b7e1cc7f,query,17,278.221
b6cccf57,,79,
3906bd28,query,149,355.703
391b78a8,query,68,346.421
b8e38813,welcome,119,41.068
391f90b6,,31,
b7dbb5cc,,55,
b807f47b,explore,293,77.462
b79814ce,query,82,508.288
367fc56b,query,17,429.493
b77896cf,query,127,352.719
b8379699,,83,
3887b730,welcome,7,22.214
379500b9,explore,22,109.191
3721779d,query,17,362.359
b8cda2e8,explore,66,139.904
b8cb2383,query,17,459.708
b8ca1285,,265,
39217004,query,106,402.691
386ddfdd,welcome,23,39.606
389b3b04,query,72,398.001
389ffe72,index,4,32.250
388e2da8,query,36,378.714
b8261dc3,,92,
b94276da,welcome,35,25.099
b85a4e19,index,6,69.622
b92cf8ba,welcome,7,19.886
b88c7d38,query,69,299.211
b8ca1285,index,26,39.152
38d37e82,index,5,62.082
37d0fd6b,explore,74,54.656
b79814ce,index,11,49.451
370f659c,query,126,456.000
382dac59,explore,28,122.876
3811386a,explore,176,92.154
3773c216,index,26,27.158
393524d4,,74,
3941e8a2,query,82,393.129
b76ac97a,explore,467,24.791
38b3b5f9,query,54,437.864
3806ff7f,welcome,110,37.695
38a7fa42,welcome,35,27.370
b91cf28a,index,24,53.330
37d81570,explore,538,118.816
b7e1cc7f,query,124,254.662
379b789b,query,17,318.768
b8cc8c8d,explore,161,158.051
b89fc1e1,index,4,35.006
b8ddc9d6,welcome,47,16.878
b7bd5c6d,welcome,7,18.651
38638071,explore,182,143.361
38f3a841,,27,
b8d520d5,,86,
b8514792,query,83,449.996
38027d89,query,120,407.859
395a1dcc,welcome,46,17.126
b6c917eb,query,70,301.299
b96aff6b,explore,49,42.029
b8c922ef,explore,71,112.487
b910f550,query,89,399.697
38d0b95b,welcome,30,27.817
b7ce9e6c,query,17,345.806
393e1675,query,230,444.204
b546cbbc,welcome,53,10.501
b90a8e1c,query,96,421.403
b79814ce,query,62,357.568
393e1675,index,8,44.575
38f3a841,explore,141,127.559
3887b730,welcome,62,40.193
38f8755b,query,146,372.098
388bd213,query,78,312.411
383f3e87,explore,24,87.915
388bd213,explore,50,124.474
b532828f,explore,109,80.814
38dbb0ac,explore,92,126.182
3808e492,welcome,52,42.467
389ffe72,explore,229,119.079
368c88f2,welcome,122,23.872
37d0fd6b,explore,90,120.093
38dc4e91,,36,
b74ab656,query,51,461.809
b8ddc9d6,explore,22,126.656
b7bd5c6d,welcome,20,39.906
b895c2d6,welcome,16,35.753
3701d6fe,explore,88,40.267
38983d99,,77,
385e90a7,query,293,394.756
b90cd7e2,query,41,282.407
b7420057,query,75,414.600
b8d520d5,query,17,421.955
b6861f95,explore,166,79.225
38955a40,explore,460,72.822
38dc4e91,welcome,15,32.998
38cbc9c4,query,206,463.824
b8054a1c,query,99,299.011
36aa1d09,welcome,62,23.824
b5cc32f9,explore,76,59.400
38741dd4,query,133,321.246
39023344,query,17,351.607
b94276da,welcome,7,39.385
b849685b,query,64,370.829
38170658,query,50,381.662
391f90b6,query,86,341.365
38aa4533,welcome,9,35.516
b72f7391,,13,
b60640cd,explore,90,102.074
b60640cd,explore,22,68.529
38d32b7b,welcome,8,26.953
38dc90f7,index,4,52.831
386ddfdd,index,56,69.705
b8814dab,query,94,368.451
38c30708,query,39,282.391
b72f7391,explore,22,80.341
3701d6fe,explore,76,143.007
b89b6351,query,132,379.294
39296347,welcome,40,17.029
b789f5de,explore,233,139.924
38863ecf,query,64,412.371
b78294d1,index,15,57.900
b92265d7,index,19,16.286
3808e492,explore,64,148.860
3843fd1b,,88,
b90c0831,explore,131,103.444
3929139f,query,51,339.359
3921f605,welcome,109,44.265
38c02024,explore,67,88.239
b958bc49,query,107,409.375
b78294d1,query,36,384.006
b8cc43f2,query,17,425.030
389f10a1,query,84,376.941
b8ca1285,index,5,40.216
b9344041,,10,
389d0f58,welcome,10,24.239
388bd213,query,161,499.002
38a3d32c,welcome,7,13.338
386ddfdd,explore,165,143.013
38d32b7b,welcome,7,17.805
b8957973,query,17,386.903
38b384d5,explore,216,90.828
b7671954,welcome,7,34.514
b89fc1e1,query,17,428.700
38f0bd8f,welcome,7,32.482
35212ec2,query,19,428.123
3827afc0,query,218,418.286
b987cfa2,explore,92,65.945
389d0f58,query,28,353.351
b89fc1e1,query,51,414.660
b94276da,explore,55,58.409
38b437bc,explore,71,56.704
38fce36c,query,59,440.451
39196c18,query,102,519.337
b8898150,query,42,431.798
b8b67c57,query,50,352.920
b7febdb2,query,17,302.496
38f3a841,explore,22,111.005
b7cfc0e3,query,217,306.622
b9262f51,query,17,360.531
b77b0f90,welcome,7,35.538
38170658,query,17,333.096
b72004d6,query,139,375.816
3960ca92,explore,73,93.632
b8054a1c,query,21,298.712
b7671954,,10,
b8ae7201,query,126,399.695
39196c18,welcome,7,32.167
38063370,query,65,345.249
38e31cd0,query,17,429.907
b881f398,query,103,320.788
390a70ad,explore,179,71.981
b9344041,welcome,7,46.389
b87b055b,query,41,298.217
36f42680,explore,30,39.598
b6861f95,welcome,78,33.815
b87a3d54,query,242,394.147
b9064e03,query,17,393.986
395289cf,explore,22,171.203
389b3b04,welcome,22,25.895
b7cfc0e3,welcome,24,28.402
37a1308e,query,90,475.494
b9192636,query,90,360.381
392a7586,query,71,405.550
b6416473,query,122,319.228
39049e06,,10,
b77b0f90,explore,139,74.943
b60640cd,query,28,355.739
37efae52,welcome,22,28.251
38301008,query,17,255.329
37d81570,query,148,385.463
b7420057,welcome,86,22.785
b8896b9d,explore,33,136.081
b849685b,explore,163,109.841
b8cc43f2,explore,237,44.591
b8c922ef,welcome,16,33.032
38f54dfb,query,130,310.497
385e90a7,explore,39,142.092
b95f8e0c,query,24,358.636
395289cf,welcome,48,35.619
37e3a30c,explore,22,92.963
36e7e141,explore,170,227.785
b8eb2381,query,97,426.671
b7ad8cfa,index,68,33.794
b849685b,,30,
38ea5b05,explore,60,89.954
b8514792,welcome,11,21.457
3880ebfa,explore,31,46.668
b79751b9,explore,22,97.868
b8cb2383,,96,
b82a2c73,explore,289,84.028
379b789b,welcome,54,29.144
39316be8,query,33,390.848
36d407a9,,66,
b79005ea,query,119,446.663
3906bd28,query,18,322.926
389f10a1,welcome,53,48.258
b92cd41e,welcome,9,20.074
b6cccf57,,86,
b8898150,index,15,57.901
b895c2d6,welcome,11,23.991
b903f1ba,query,23,446.253
38a6be1c,query,75,475.542
3894d694,explore,22,167.275
38a6be1c,explore,45,22.842
38aa4533,welcome,8,25.616
3923d69b,query,120,396.754
b79751b9,explore,53,126.383
38d32b7b,query,17,327.399
38a6be1c,query,220,370.718
b8054a1c,explore,22,131.941
39110bc6,query,17,267.885
b750a50c,query,62,430.418
3827afc0,,57,
b8f6edd3,query,65,318.285
b6cccf57,query,87,334.454
36e7e141,query,91,360.514
