"sessionId (text)","page (text)","latency (number)","timeOnPage (number)"
3717e359,explore,37,103.067
b7aa7170,query,52,285.044
b8a76e6e,explore,38,135.898
b8d2a7ee,query,42,440.537
b909847e,,10,
39007e90,query,465,429.482
387157e9,query,22,383.918
38bce03f,explore,281,124.162
b8d23a66,explore,22,69.787
b88fd3bb,query,112,205.870
384c9e30,explore,85,106.204
37c57dbc,query,167,406.374
38b7cf6f,query,19,432.983
b89113df,query,17,313.702
b7928361,query,60,462.810
39320fa4,explore,353,167.813
b81a2d8e,query,19,377.781
b77313cd,,10,
b8d7beca,explore,254,156.239
374db7d1,query,132,261.112
3727d510,explore,22,51.336
b8d23a66,explore,89,48.993
b8d2286a,query,28,386.033
b8d397b9,query,28,472.995
39a559e2,query,21,368.076
3833f03c,welcome,7,28.927
3942c8d2,explore,254,69.518
b7ca8cd3,query,93,359.743
378b9806,welcome,43,28.363
3874325c,explore,34,120.873
b958b4b9,,10,
3911f0b1,explore,495,137.112
b89a141a,welcome,69,25.019
b958b4b9,,103,
371e3a21,explore,22,146.018
b7e8471c,,31,
b8e95dbd,explore,520,183.863
382f758f,query,92,368.733
b90037ce,welcome,23,39.550
b91ae4d7,query,50,407.721
385377d2,explore,59,103.371
3890f66f,query,17,364.926
b866df57,welcome,15,30.009
378b9806,index,37,51.123
38f14edf,query,69,434.500
3919f970,query,369,429.767
378803b7,query,85,417.564
38a33852,index,13,58.647
3887562b,query,84,413.117
b8d23a66,explore,74,79.818
b7e8471c,query,426,240.289
b8f2b75c,explore,111,1.382
b900ba0c,explore,92,32.514
372dd8d5,query,17,389.140
b865e455,welcome,14,39.273
38f14edf,explore,22,149.052
36e0df61,welcome,17,32.010
b6ddba69,welcome,66,40.269
b8d29a1e,index,6,36.507
374db7d1,explore,54,119.088
b90334f8,explore,27,112.000
38738934,query,148,444.807
b8cf0f2c,welcome,7,21.097
b7aa7170,explore,42,112.900
b8008c33,query,260,453.781
b963ff2b,index,32,68.837
b940485f,welcome,12,45.064
37ac4473,explore,22,83.815
b91b0f7b,,436,
37dff849,index,40,58.339
b8cf0f2c,query,17,315.128
b8cf0f2c,,31,
b8e95dbd,index,39,35.344
3911f0b1,explore,51,98.631
38df9237,index,13,46.870
b89b724e,explore,22,211.022
b8433ba3,index,53,33.919
3717e359,query,17,361.481
b8d23a66,explore,22,106.368
b8f2b75c,explore,22,122.999
b8cf0f2c,explore,100,107.139
b892f9b1,explore,64,97.967
38df9237,query,81,405.383
382cbaf0,query,56,290.864
393f380d,explore,70,128.574
b895360e,explore,301,104.701
38df9237,query,17,334.271
3932a5dc,explore,64,130.413
b722d103,query,35,276.834
3812c125,explore,137,139.602
37c97c81,,77,
39460216,welcome,75,24.763
388ea112,query,46,292.058
b8e6281d,query,136,482.457
39320fa4,,44,
385d7134,explore,219,86.118
b6a6b774,query,17,418.386
3890f66f,explore,319,62.525
b98127eb,query,47,384.432
b7219296,query,155,236.921
38c07244,welcome,26,9.517
38595510,query,154,441.174
b84235d6,query,124,442.247
b8cb668d,welcome,7,22.611
38043b6f,query,443,459.878
39460216,query,45,476.119
37c57dbc,explore,132,106.866
b8f2b75c,welcome,7,14.404
b8ba48cc,explore,544,119.239
b894b6e7,explore,76,174.046
390a7b96,explore,235,102.345
b7ca8cd3,explore,88,69.874
3941931d,index,14,84.514
378803b7,query,81,406.197
372ba72b,query,159,413.555
389ad15f,query,52,397.999
3810645e,welcome,7,19.954
388edbb7,explore,44,142.900
38b16198,query,113,410.234
b8a67ade,query,80,264.930
388f0d88,welcome,25,28.156
388f0d88,explore,22,177.493
361ab558,welcome,8,34.710
b7928361,query,17,324.460
38935991,explore,223,84.796
38ac7e9b,query,102,490.382
b76af8d0,query,17,299.321
b8cd58c8,welcome,7,51.280
38fb24c3,explore,156,113.616
b85348db,welcome,53,19.781
38bd58e6,explore,22,65.386
389fb3f5,explore,31,109.226
379a2fde,explore,130,59.834
38280d6c,explore,349,65.360
394cb0da,explore,22,108.133
393381c2,welcome,50,33.328
b9863787,,44,
38903a89,query,658,359.234
b8374e70,query,237,394.156
371e3a21,query,17,442.903
3850b5be,welcome,16,23.936
376a31f7,index,4,56.324
380c290a,query,38,292.354
b9849c67,query,104,327.394
385377d2,query,54,369.322
38ef3640,query,17,385.651
3812c125,query,60,450.201
385276a9,index,11,20.569
3941931d,query,153,346.139
b76cbd81,explore,26,67.743
b8ab5899,index,38,76.313
38499121,welcome,33,28.463
b8cd3be0,,20,
b9893389,welcome,10,21.829
379a2fde,query,158,305.219
38595510,,20,
b76af8d0,query,94,362.071
384c9e30,,31,
38664594,query,42,447.274
b8f6a9d3,query,46,409.476
37dff849,,35,
b8656cd1,query,17,405.880
b704d04c,index,32,57.038
38937049,query,163,302.103
36e0df61,index,27,39.398
b90334f8,,67,
b77313cd,explore,24,141.501
b8bacf06,explore,96,143.738
b8e11809,welcome,19,21.079
b8374e70,query,73,320.844
b88e5463,explore,436,96.376
b8b2a8b6,welcome,28,30.224
37b03896,query,19,347.238
b8eb1431,explore,120,111.464
b7af974b,index,21,49.725
b8961eb2,,92,
b8d2a7ee,query,40,385.128
b707afe7,welcome,99,28.733
3989c759,query,51,383.731
b8d7beca,explore,24,175.107
39a559e2,welcome,7,51.610
b8d2286a,query,213,296.956
39a559e2,explore,86,80.919
388f0d88,query,43,375.713
b8b29817,welcome,7,29.813
39320fa4,welcome,20,26.176
b8f6a9d3,welcome,30,28.400
b984fd05,query,32,380.249
38570593,query,17,337.770
b81d2395,query,123,370.332
3887562b,explore,22,147.281
37c97c81,,30,
37758a07,query,38,440.638
b7cfdfaa,,10,
383ea267,query,17,364.884
3858a90b,welcome,114,23.739
3862baeb,,114,
3907a956,,10,
b89113df,welcome,35,25.598
b92f2f94,query,17,386.255
38757537,query,17,434.627
b90d34cb,index,24,37.549
39007e90,explore,78,131.538
b8a366cb,explore,123,135.969
36f6d52a,welcome,71,35.947
37de11b8,welcome,7,39.772
b6ddba69,explore,46,110.307
38c902a6,welcome,7,30.533
b8b40cfa,explore,22,43.743
b5dced94,query,286,397.108
38570593,welcome,8,24.774
37b27ce3,query,44,400.197
b92a0568,query,40,381.091
b7cfdfaa,index,8,53.917
b98127eb,query,50,356.068
390170d2,query,17,502.736
3942c8d2,explore,133,120.314
b958b4b9,explore,40,144.259
b8484e6c,query,188,471.981
390180e2,welcome,14,38.769
3825d668,explore,377,114.710
38757537,index,26,42.713
b7ca1b94,,10,
3932a5dc,explore,29,154.596
37c18db6,welcome,53,39.952
3989c759,index,8,45.305
3851b378,,15,
37c97c81,index,22,42.896
b88e5463,explore,261,41.434
b861aaca,explore,31,116.948
394ddbe2,welcome,16,32.269
37c57dbc,query,17,316.548
b7dc0233,welcome,7,41.761
b8d7beca,welcome,18,30.829
b900ba0c,explore,89,74.852
37dff849,explore,22,142.717
b7cfdfaa,explore,22,151.569
b7e8471c,query,37,357.954
38937049,query,138,454.549
b861305a,explore,60,72.361
371a54b2,explore,52,154.034
38664594,explore,138,206.066
b8eb1431,query,78,299.977
38dd3af8,query,21,375.930
38aa2a71,explore,170,76.226
385ba5ea,query,27,443.962
37e1894f,query,17,496.400
b7e8471c,query,17,377.808
392b1d81,query,17,424.858
388ea112,query,174,442.426
38d9aaac,explore,70,140.263
3779aa78,explore,113,91.606
b7ca1b94,explore,191,120.939
36ed3039,explore,22,46.819
b8d2a7ee,explore,32,153.898
38976b8d,query,17,418.271
388edbb7,explore,68,73.940
38976b8d,explore,45,99.571
385ba5ea,,86,
b8f28a24,index,13,45.990
37537daf,index,15,46.250
b8e6281d,explore,179,145.022
b62ede58,explore,22,105.884
b7928361,explore,172,132.921
b873ff03,explore,119,137.347
b8136484,,10,
b9863787,query,155,464.696
378a7a9a,explore,184,61.640
b964410c,query,58,409.269
38570593,explore,43,68.586
380cd81e,explore,371,103.152
39460216,explore,22,106.386
390170d2,query,127,284.522
b7a489a1,query,56,397.373
b85de11e,explore,96,141.083
b8bc718f,query,25,468.343
38fc0392,explore,22,152.623
b716567c,explore,22,102.204
37c18db6,welcome,14,34.220
b895360e,,101,
b92a0568,welcome,7,39.730
b87bfdf5,welcome,82,17.459
b81a2d8e,welcome,69,25.747
37f7fb42,explore,80,104.163
388ea112,query,17,421.814
38a33852,query,146,335.299
b8cd3be0,query,17,366.205
b7dc0233,query,283,344.430
3890f66f,query,196,268.810
3824ecdb,,25,
372dd8d5,query,17,417.195
38738934,,41,
b895f6f7,welcome,29,19.622
b8c91f40,index,4,43.464
b6b1090b,query,48,345.231
b8315bc8,query,17,419.682
b8380f86,index,12,44.329
b8d29a1e,explore,28,15.317
b894b6e7,,18,
b930b197,query,105,403.664
b91548eb,index,6,66.427
b7dc0233,query,54,358.620
38aa2a71,query,148,431.617
b6ddba69,explore,334,175.491
3911f0b1,query,34,417.162
389369e1,welcome,7,19.501
38595510,query,238,407.903
38757537,query,51,346.877
b88acb3a,welcome,20,18.849
b9859cce,explore,177,90.644
37c18db6,explore,22,144.446
b7a489a1,welcome,74,26.971
b824e5f3,explore,56,89.723
b856720f,index,7,61.479
380cd81e,query,17,285.543
b85de11e,query,17,380.937
b7928361,query,132,385.046
b8b40cfa,query,80,445.580
b909b2c9,query,57,399.891
38ab8d7f,query,156,455.496
b984fd05,query,45,324.100
380cd81e,query,31,313.398
38738934,welcome,14,33.586
38cfcfd8,,21,
38c66a69,welcome,19,30.149
b8484e6c,welcome,16,37.118
38d8cf54,welcome,40,27.940
38b16198,explore,92,45.077
37debbd5,welcome,104,26.829
3824ecdb,,10,
b8447762,welcome,78,34.179
388c5062,welcome,75,28.683
b8433ba3,query,155,323.225
b963ff2b,welcome,25,40.340
37dff849,query,33,347.293
b92e8801,query,135,435.721
b80c7902,explore,117,125.939
b8ff7b7e,query,68,235.641
b894b6e7,explore,99,86.990
388c5062,query,17,461.096
b8351eb1,explore,291,92.900
3878a57d,query,17,361.918
3928c4b8,query,224,383.199
393381c2,explore,170,172.305
389fb3f5,index,18,64.123
38a09be2,index,4,64.554
b8cd58c8,explore,120,138.773
b8f2b75c,,41,
b9049c6d,index,5,36.000
b9863787,welcome,20,33.197
b716567c,explore,94,102.395
b857f798,query,257,403.987
3874325c,welcome,7,38.454
b91fdf40,explore,48,82.180
b90037ce,explore,75,101.624
b8f28a24,welcome,94,40.409
b878603b,explore,316,150.696
388be9d2,query,104,317.873
b8e11809,explore,247,115.585
b873ff03,explore,46,59.461
b8656cd1,query,281,377.343
b83093aa,explore,32,115.950
38043b6f,explore,506,110.935
395482c8,explore,309,15.204
391d9538,,57,
b964410c,welcome,7,29.226
b7a93738,query,17,382.203
b722d103,explore,289,74.372
38b16198,welcome,88,29.682
381b3616,query,66,376.682
b8eb1431,index,18,50.704
b87c02c8,welcome,7,19.047
399d158b,query,17,411.290
38a09be2,welcome,34,6.004
389ecbcb,index,32,29.257
b8b40cfa,query,330,370.113
b704d04c,index,16,29.699
b77582fd,query,39,405.691
b5383e8b,explore,58,165.930
b81a2d8e,,33,
b91fdf40,welcome,81,35.606
b89bb83c,explore,22,164.042
3989c759,welcome,21,37.882
385d7134,explore,218,100.076
b940485f,welcome,9,42.674
b798ef62,query,17,340.247
3911f0b1,explore,333,87.427
b885293e,welcome,61,30.346
378a7a9a,,101,
b92e8801,explore,45,45.414
b85ea5e5,welcome,17,29.492
b8bc718f,index,9,39.433
37260a05,query,66,343.033
38b156fd,index,8,56.614
38ac7e9b,query,17,498.287
b9089ee8,explore,119,101.619
3864e757,query,44,256.073
b6b1090b,query,17,420.873
391bfc51,query,87,441.550
39125418,query,31,333.592
b98bcfcc,welcome,78,27.668
36f6d52a,query,93,442.586
b8136484,welcome,9,36.919
b861305a,query,209,308.301
387157e9,explore,23,96.078
38b7cf6f,explore,219,120.580
b91548eb,query,17,476.471
b892f9b1,welcome,28,22.118
b8ba48cc,query,139,421.746
b7b918b6,query,386,349.784
b7bc1f0f,query,17,357.029
392668c1,,69,
b97853da,welcome,7,34.157
383ea267,explore,299,11.607
380d570e,query,58,317.462
3717e359,explore,216,195.306
b9049c6d,welcome,23,38.396
b8d2a7ee,explore,332,56.532
3854a6d5,query,58,517.890
b930b197,query,266,397.127
38b7cf6f,explore,22,66.686
38dadc41,explore,53,85.433
b76af8d0,welcome,66,42.641
36fca6f9,query,17,365.347
b909847e,query,231,275.038
b7ec988d,explore,166,138.536
392b1d81,explore,204,154.964
380c290a,explore,208,134.392
b85ea5e5,query,65,504.320
b8008c33,explore,188,83.011
37a82a7e,query,23,284.256
b856720f,query,17,322.594
b7b918b6,query,115,366.141
3887562b,index,32,64.129
3833f03c,explore,126,71.100
36124279,,13,
39007e90,query,215,370.442
38499121,query,53,306.952
395ac9c4,explore,61,104.143
37a82a7e,query,75,465.063
b958b4b9,query,117,368.833
36124279,welcome,7,30.907
39204937,,57,
b8a76e6e,query,83,369.807
38ef3640,index,4,52.890
b8d979b8,welcome,53,37.067
b83093aa,explore,26,83.703
38a03687,explore,284,104.474
b707afe7,explore,178,158.499
389369e1,query,411,318.766
38dadc41,welcome,26,34.026
b8e11809,explore,141,53.950
b6921073,query,17,331.543
389b6955,query,92,469.981
b857f798,explore,100,45.696
3928c4b8,explore,22,225.202
3919f970,query,17,426.771
385377d2,welcome,72,27.488
388be9d2,query,17,415.388
b6a0a726,welcome,14,44.712
b8c0026e,query,121,298.639
b909b2c9,welcome,7,16.881
b8bacf06,query,17,408.749
39831e60,explore,179,123.469
b5383e8b,explore,22,90.880
380db636,index,4,53.347
b80c7902,explore,96,113.615
b90d34cb,explore,22,94.677
38976b8d,explore,22,122.489
b80c7902,query,17,397.456
3911f0b1,query,143,425.149
39432455,explore,27,90.054
b7a489a1,explore,239,94.211
3801b442,explore,185,89.054
b8d29a1e,index,6,42.780
b881154c,index,19,43.998
395482c8,,67,
b89bb83c,explore,78,85.455
b841d8cb,query,135,393.816
b8cb668d,query,49,338.161
36f6d52a,explore,28,18.572
3850b5be,query,67,452.133
3919f970,explore,51,117.990
393f380d,query,88,344.665
b92eeecb,explore,413,112.921
b76af8d0,explore,22,169.837
3850b5be,,25,
38b156fd,query,113,355.849
3863e159,query,25,326.031
b98127eb,index,4,53.617
37dff849,query,70,290.251
b7a93738,explore,46,69.104
b895f6f7,query,26,293.112
b8743f55,query,253,449.991
b8cf0f2c,query,120,415.265
b8a43a0a,welcome,11,22.560
390180e2,explore,111,147.598
b8c91f40,welcome,114,20.598
380124f4,query,95,263.495
3907a956,welcome,8,43.015
37e605a5,explore,672,13.865
383ea267,,40,
b91086bb,explore,55,133.072
38b16198,explore,91,213.021
b92f2f94,query,33,406.959
384c9e30,,97,
b722d103,index,27,53.520
b9209247,explore,31,96.524
3810645e,explore,38,124.780
382cbaf0,query,88,401.810
b8a43a0a,explore,148,154.935
39320fa4,explore,181,83.990
b87c02c8,query,28,411.357
37c18db6,explore,155,61.027
b87c02c8,explore,81,93.741
385377d2,explore,22,89.385
b89c360a,query,291,448.485
b895360e,,131,
b85ea5e5,query,61,364.178
388edbb7,query,361,394.533
b92a0568,,46,
b782da6b,index,23,64.508
37c57dbc,welcome,9,20.992
38715456,welcome,67,28.162
39081e78,explore,27,111.314
b77313cd,query,127,251.191
b90037ce,query,99,379.602
379a2fde,query,145,387.250
37ac4473,explore,22,51.555
b7d7b7e1,explore,668,111.250
37a6b109,query,141,411.523
3882ec68,query,51,289.240
39007e90,query,17,284.243
389b6955,query,51,419.260
38df9237,,62,
b8447762,welcome,11,16.435
393f380d,welcome,14,26.836
3862baeb,welcome,93,24.340
38dadc41,explore,71,32.227
3892e64a,index,4,43.270
b782da6b,query,78,351.758
b8315bc8,explore,240,140.759
394ddfd9,query,224,326.264
371ab83e,explore,71,77.360
b81a2d8e,query,129,391.272
b854ef43,,24,
b7ca8cd3,explore,22,75.277
388eee90,,10,
399042f2,index,4,17.579
38738934,query,26,324.330
389369e1,,14,
b885293e,welcome,7,32.922
b7ec988d,index,11,59.980
b782da6b,welcome,46,50.805
b909b2c9,welcome,45,40.899
b8380f86,,10,
38cfcfd8,query,240,358.454
b866df57,explore,199,116.908
b62ede58,explore,22,134.200
3825d668,query,86,383.061
380124f4,query,79,303.280
39810e91,explore,66,118.473
b940485f,,13,
b8d2286a,query,17,394.492
384c9e30,welcome,73,26.252
38a09be2,query,60,450.644
393381c2,explore,285,142.051
3824ecdb,explore,22,124.927
385377d2,query,34,385.416
39a559e2,index,11,66.260
b76af8d0,query,17,421.315
b8aa5016,index,4,37.755
385d7134,welcome,19,15.640
b7aa7170,query,48,336.735
378b9806,,11,
b77582fd,explore,124,99.678
b895360e,explore,55,139.823
b7ca8cd3,welcome,51,24.155
389fb3f5,query,60,479.357
b9501b64,explore,279,114.451
37260a05,query,53,371.443
b90e3c5f,index,13,47.399
38aa2a71,welcome,73,43.638
b843f6c4,welcome,52,37.156
378b9806,welcome,19,30.405
b8eb1431,query,157,405.147
380db636,query,153,245.742
388be9d2,welcome,116,28.066
384c9e30,welcome,7,42.795
38b4efea,explore,24,70.606
3864e757,query,59,365.877
b7ca8cd3,welcome,40,32.421
36cd0681,query,172,410.012
37c18db6,explore,32,167.290
b92eeecb,index,15,47.811
b8484e6c,query,33,433.863
b891e22a,index,36,32.088
b8b2a8b6,query,193,459.557
b800c649,query,19,371.183
3932a5dc,query,162,359.453
371a54b2,explore,22,27.634
3858a90b,welcome,38,24.993
b871175a,query,67,401.266
b885293e,query,96,375.001
b8dd440e,explore,22,131.690
b8b40cfa,explore,22,113.513
b9251758,explore,295,121.029
b7ba8440,query,39,395.396
b963ff2b,query,17,279.727
b7a93738,welcome,46,20.630
37537daf,query,142,432.875
b894b6e7,explore,22,145.351
39081e78,index,47,55.579
b9859cce,welcome,72,22.801
38cb3d3d,query,46,340.236
b89b724e,index,5,61.215
b70be3c1,explore,132,105.334
b865e455,explore,205,112.383
3941931d,query,136,307.447
3864e757,query,17,389.389
b5f2decc,query,68,276.668
b930b197,index,19,61.606
38a09be2,query,151,485.620
388eee90,explore,137,83.071
b751dac7,query,17,418.588
b8315bc8,welcome,29,31.798
b87c02c8,welcome,150,40.051
b7a489a1,query,107,416.204
38e2efc3,explore,92,189.074
3850b5be,welcome,10,24.626
391bfc51,index,21,80.719
b930b197,query,69,308.151
b894b6e7,welcome,7,40.336
38a09be2,welcome,10,32.941
b8380f86,welcome,7,47.603
38a09be2,explore,112,120.582
37f7fb42,query,28,338.639
38b4efea,,20,
37260a05,explore,22,138.384
38b156fd,explore,22,162.342
3989c759,welcome,39,39.100
b85de11e,welcome,17,30.151
380cd81e,query,17,418.428
b8bacf06,query,111,466.470
b8374e70,explore,39,116.770
391a0899,query,24,413.977
b9863787,query,26,388.155
385377d2,index,29,41.003
b9049c6d,query,258,439.501
38aa2a71,query,88,313.195
b91086bb,query,44,433.488
388edbb7,index,38,49.165
b9089ee8,welcome,90,45.103
38d8cf54,query,163,431.695
39a559e2,query,31,373.464
b8b40cfa,explore,317,95.658
37a82a7e,,88,
3850b5be,index,71,15.414
38570593,query,34,417.751
392b1d81,query,86,527.993
b5dced94,query,85,317.737
373370a7,welcome,86,35.227
36ed3039,index,4,25.765
b9209247,welcome,88,30.125
b8c0026e,index,34,59.365
b88e97cc,query,17,419.854
b70b69e1,query,44,437.762
b85de11e,explore,316,168.848
b7ca8cd3,explore,79,114.774
38c8a346,query,145,431.241
b9251758,welcome,7,22.573
b91fdf40,query,17,447.420
3894a26a,,163,
b95df9e6,explore,132,37.479
3907a956,explore,26,195.103
38bce03f,query,17,427.458
38e2efc3,query,221,415.990
38aeed0b,welcome,76,14.191
b6a6b774,explore,88,136.118
37b9201d,index,6,31.275
b8df35c5,explore,317,143.522
39831e60,explore,177,113.623
38a33852,query,17,370.589
b843f6c4,welcome,7,24.201
383ea267,index,57,47.758
38d650b9,explore,162,37.237
37debbd5,index,21,57.314
b92eeecb,welcome,35,28.190
b81a2d8e,index,35,57.046
384c9e30,query,46,421.744
38e2efc3,,12,
380c290a,index,51,42.702
386e63fe,query,52,422.178
38499121,query,199,373.549
b8b40cfa,query,17,238.422
b8d23a66,,17,
393f380d,query,21,341.557
b8cf0f2c,query,101,297.179
b81a2d8e,query,17,490.603
b8f250c1,query,44,247.295
38d91a68,query,30,421.291
38043b6f,explore,69,17.593
37b03896,welcome,37,37.270
3727d510,explore,22,157.620
b89a3dfc,welcome,18,29.832
3864e757,query,124,386.239
38843f18,welcome,7,35.625
38b7cf6f,query,111,348.965
37a6b109,query,43,323.468
b8d2a7ee,,82,
383ea267,welcome,50,41.423
38664594,query,70,446.155
b8a366cb,query,177,303.925
371ab83e,query,30,385.112
381b3616,index,19,39.757
382cbaf0,query,90,366.570
b90d34cb,query,38,266.424
b88acb3a,explore,55,121.987
b881154c,explore,65,62.707
39081e78,explore,126,93.172
39087913,query,103,443.925
b836330c,query,37,376.939
b881154c,explore,28,117.097
37e1894f,query,310,342.825
b88fd3bb,query,85,342.414
b846d2d5,explore,260,121.547
b707afe7,query,284,420.829
36e0df61,welcome,8,24.356
b8a76e6e,index,44,38.938
38c66a69,explore,81,71.986
b77582fd,explore,91,94.175
b8d7beca,welcome,77,21.197
b8d23a66,explore,128,115.634
3810645e,explore,23,85.052
b8ab5899,explore,22,41.581
37e1894f,explore,89,70.430
391a0899,query,63,354.336
b88fd3bb,query,124,356.024
b6921073,query,137,408.299
38233158,explore,103,152.834
b7c82f3f,welcome,7,38.237
39204937,welcome,7,30.590
38cb3d3d,explore,36,211.753
b866df57,query,25,405.425
b964410c,explore,94,164.150
b77313cd,,31,
38d91a68,query,24,394.043
39a559e2,,82,
b8dd440e,query,48,380.737
b7e8471c,explore,76,46.290
39081e78,index,27,34.903
b8315bc8,explore,35,104.350
37c57dbc,query,45,316.204
38a33852,welcome,26,40.227
38738934,explore,265,142.175
382cbaf0,explore,37,114.872
378a7a9a,explore,22,79.383
b88acb3a,index,43,46.463
b8656cd1,welcome,48,36.911
37d59f5c,query,139,394.191
b7b918b6,explore,22,106.369
b8447762,explore,287,70.619
b8447762,welcome,15,31.713
b91ae4d7,query,35,533.762
b8008c33,query,56,321.425
b704d04c,,76,
38cfcfd8,welcome,77,20.781
b7aa7170,explore,258,87.407
b854ef43,query,69,422.548
37d123f1,query,63,461.276
3911f0b1,explore,246,143.663
38233158,welcome,9,43.610
392668c1,query,79,443.071
38c07244,explore,95,139.212
37a6b109,explore,74,110.289
b798ef62,explore,40,144.857
b91fdf40,query,57,449.818
b8d29a1e,query,17,355.324
38e3ee82,query,107,412.530
b8961eb2,query,341,289.179
b91086bb,welcome,39,39.532
38d91a68,query,180,462.579
b7ba8440,welcome,17,36.934
b8d397b9,welcome,70,37.929
b751dac7,index,39,46.192
b70b69e1,welcome,58,25.719
38c8a346,explore,22,184.734
37de11b8,explore,24,172.733
38738934,explore,22,192.613
b89a141a,explore,25,53.546
3854a6d5,query,127,426.033
39125418,,11,
38a03687,explore,49,66.783
b866df57,explore,60,119.649
b9863787,query,17,352.795
38976b8d,explore,61,167.920
36413a23,query,17,401.078
b81d2395,query,69,484.029
b8cf0f2c,explore,22,111.452
389ecbcb,query,166,321.203
39320fa4,welcome,42,20.815
b92f2f94,explore,364,80.224
381b3616,query,83,339.902
b88acb3a,explore,57,174.024
36fca6f9,explore,51,81.628
b8eb1431,query,165,259.914
b900ba0c,explore,41,95.966
3882ec68,query,247,308.136
b8cb668d,welcome,35,13.339
38fc0392,explore,246,179.130
3942c8d2,welcome,95,32.420
394ddfd9,query,29,387.841
38b156fd,query,55,357.626
39831e60,query,89,390.576
376a31f7,query,46,410.860
b7dc0233,query,67,444.676
b964410c,explore,67,119.572
38dd3af8,,50,
b8e6281d,query,24,397.923
380cd81e,explore,214,40.798
386e63fe,query,32,423.868
37448f35,welcome,84,31.448
b8df35c5,explore,55,93.025
b800c649,explore,22,92.639
b8380f86,explore,22,178.004
38b16198,query,17,347.841
b8656cd1,explore,22,97.004
b8b2a8b6,query,223,425.108
b940485f,index,6,48.164
b8f64134,index,20,38.968
b7e8471c,explore,159,73.288
b8ba48cc,welcome,79,26.531
3812c125,query,317,398.587
393f380d,welcome,306,37.266
3919f970,query,51,387.551
376a234b,query,17,385.268
37f7fb42,,24,
371ab83e,welcome,63,20.498
38c07244,welcome,36,23.794
388edbb7,welcome,9,38.549
b843f6c4,explore,52,134.759
b9049c6d,welcome,23,19.139
b8433ba3,query,45,380.635
b98bcfcc,explore,22,94.685
b8eb1431,welcome,7,35.309
b881154c,query,17,218.473
b782da6b,query,65,420.113
392b1d81,query,19,376.773
390a7b96,query,17,394.719
38f14edf,explore,48,98.509
3854a6d5,welcome,7,26.292
38738934,explore,22,147.442
38757537,query,33,374.914
3942c8d2,explore,22,98.356
b963ff2b,explore,25,72.922
b861305a,query,70,453.804
380b954e,query,20,319.741
b81d2395,query,50,309.216
37c18db6,query,51,367.916
38903a89,query,44,416.883
b9863787,query,129,413.773
b80c7902,query,17,402.159
38c07244,explore,24,167.587
36124279,,19,
39460216,query,24,422.094
b963ff2b,welcome,77,35.663
b871175a,welcome,7,24.252
377cd850,query,17,379.057
b83d7d66,explore,62,113.805
b7a93738,index,9,63.761
38903a89,query,119,313.382
38bce03f,query,17,428.354
37537daf,query,127,428.968
3824ecdb,query,213,425.642
376a234b,query,116,394.731
b8b2a8b6,explore,104,133.092
378a7a9a,query,59,413.101
39a559e2,,104,
3810645e,query,36,408.138
38e2efc3,query,71,345.722
b909b2c9,explore,182,123.634
389fb3f5,,87,
38b7cf6f,welcome,50,25.828
b88e97cc,index,15,64.831
3864e757,explore,92,128.768
380b954e,query,17,344.742
b80c7902,query,345,263.583
36413a23,explore,123,39.187
39460216,query,292,365.092
38903a89,query,47,464.366
b8dd440e,welcome,13,30.333
b895f6f7,,36,
b807be94,,52,
36fca6f9,query,96,392.519
383ea267,query,124,342.663
388be9d2,query,52,356.434
393f6b13,explore,22,131.952
b865e455,,16,
b895360e,explore,331,113.024
383ea267,explore,87,132.973
b91b0f7b,query,50,402.788
b88fd3bb,,13,
3932a5dc,explore,22,91.013
b8d979b8,explore,375,56.240
b8d29a1e,query,198,357.481
391d9538,query,171,346.539
b8cb668d,explore,22,151.385
38ac7e9b,explore,22,132.960
b77582fd,query,60,373.991
39262c2c,welcome,98,21.825
b8656cd1,query,118,375.508
b89a141a,query,56,366.779
b7e8471c,query,39,419.123
3894a26a,,53,
b87bfdf5,welcome,129,39.114
38d9aaac,explore,85,142.853
b98127eb,index,35,58.766
38b7cf6f,explore,22,117.827
392b1d81,welcome,7,25.987
388c5062,query,128,363.734
b91086bb,welcome,8,34.746
380cd81e,explore,52,129.959
384c9e30,welcome,22,41.076
b940485f,query,20,324.612
b892f9b1,,30,
b7ec988d,explore,38,79.969
38843f18,query,56,325.683
b8b29817,welcome,28,34.757
b8b2a8b6,index,5,39.664
391a0899,query,73,386.475
39a559e2,,13,
b92a0568,welcome,7,15.086
393f6b13,explore,227,159.929
b8b7ba1e,query,108,434.814
b88e5463,explore,22,106.358
b8aa5016,,53,
b8a76e6e,welcome,7,39.398
3942c8d2,query,72,413.336
391a0899,query,272,515.668
385ba5ea,,209,
b894b6e7,,33,
b8e95dbd,explore,22,54.011
3941931d,explore,38,131.638
38dadc41,query,52,408.939
38715456,explore,380,128.469
389fb3f5,index,4,46.794
38c8a346,explore,25,153.311
38aa2a71,welcome,30,28.408
b90037ce,query,55,400.925
b782da6b,query,31,383.555
38b156fd,,80,
3854a6d5,query,17,336.439
38bd58e6,query,67,354.087
b7cef0b0,welcome,24,31.954
b70be3c1,explore,118,110.589
b892f9b1,query,71,345.181
36fca6f9,,15,
38cfcfd8,welcome,52,30.223
39081e78,welcome,68,32.674
b8a67ade,explore,75,63.612
b8e6281d,query,108,348.985
b909847e,,27,
b9049c6d,welcome,7,33.265
38c8a346,explore,67,159.024
